Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Total
      0.90560000,     24.25937814,      0.24256873,      0.24259378,     -0.00002505,      5.88517428,      5.82164963,
      0.90580000,     24.25936795,      0.24251686,      0.24259368,     -0.00007682,      5.88516933,      5.82040464,
      0.90600000,     24.25934742,      0.24246499,      0.24259347,     -0.00012849,      5.88515937,      5.81915972,
      0.90620000,     24.25931656,      0.24241312,      0.24259317,     -0.00018004,      5.88514440,      5.81791492,
      0.90640000,     24.25927541,      0.24236126,      0.24259275,     -0.00023149,      5.88512443,      5.81667030,
      0.90660000,     24.25922397,      0.24230941,      0.24259224,     -0.00028283,      5.88509948,      5.81542589,
      0.90680000,     24.25916228,      0.24225757,      0.24259162,     -0.00033405,      5.88506955,      5.81418176,
      0.90700000,     24.25909036,      0.24220575,      0.24259090,     -0.00038516,      5.88503465,      5.81293795,
      0.90720000,     24.25900823,      0.24215394,      0.24259008,     -0.00043614,      5.88499480,      5.81169451,
      0.90740000,     24.25891591,      0.24210215,      0.24258916,     -0.00048701,      5.88495001,      5.81045149,
      0.90760000,     24.25881343,      0.24205037,      0.24258813,     -0.00053776,      5.88490029,      5.80920893,
      0.90780000,     24.25870081,      0.24199862,      0.24258701,     -0.00058839,      5.88484565,      5.80796689,
      0.90800000,     24.25857808,      0.24194689,      0.24258578,     -0.00063889,      5.88478610,      5.80672541,
      0.90820000,     24.25844526,      0.24189519,      0.24258445,     -0.00068926,      5.88472166,      5.80548455,
      0.90840000,     24.25830238,      0.24184351,      0.24258302,     -0.00073951,      5.88465234,      5.80424435,
      0.90860000,     24.25814946,      0.24179187,      0.24258149,     -0.00078963,      5.88457815,      5.80300486,
      0.90880000,     24.25798654,      0.24174026,      0.24257987,     -0.00083961,      5.88449911,      5.80176613,
      0.90900000,     24.25781363,      0.24168868,      0.24257814,     -0.00088946,      5.88441522,      5.80052821,
      0.90920000,     24.25763076,      0.24163713,      0.24257631,     -0.00093918,      5.88432650,      5.79929114,
      0.90940000,     24.25743797,      0.24158562,      0.24257438,     -0.00098876,      5.88423297,      5.79805497,
      0.90960000,     24.25723527,      0.24153416,      0.24257235,     -0.00103820,      5.88413463,      5.79681975,
      0.90980000,     24.25702270,      0.24148273,      0.24257023,     -0.00108750,      5.88403150,      5.79558553,
      0.91000000,     24.25680028,      0.24143135,      0.24256800,     -0.00113665,      5.88392360,      5.79435235,
      0.91020000,     24.25656805,      0.24138001,      0.24256568,     -0.00118567,      5.88381093,      5.79312026,
      0.91040000,     24.25632603,      0.24132872,      0.24256326,     -0.00123454,      5.88369352,      5.79188931,
      0.91060000,     24.25607424,      0.24127748,      0.24256074,     -0.00128326,      5.88357138,      5.79065955,
      0.91080000,     24.25581273,      0.24122629,      0.24255813,     -0.00133183,      5.88344451,      5.78943102,
      0.91100000,     24.25554152,      0.24117516,      0.24255542,     -0.00138026,      5.88331295,      5.78820377,
      0.91120000,     24.25526064,      0.24112408,      0.24255261,     -0.00142853,      5.88317669,      5.78697784,
      0.91140000,     24.25497012,      0.24107305,      0.24254970,     -0.00147665,      5.88303576,      5.78575328,
      0.91160000,     24.25466999,      0.24102209,      0.24254670,     -0.00152461,      5.88289016,      5.78453014,
      0.91180000,     24.25436029,      0.24097119,      0.24254360,     -0.00157242,      5.88273993,      5.78330847,
      0.91200000,     24.25404104,      0.24092035,      0.24254041,     -0.00162006,      5.88258507,      5.78208830,
      0.91220000,     24.25371227,      0.24086957,      0.24253712,     -0.00166755,      5.88242559,      5.78086969,
      0.91240000,     24.25337403,      0.24081886,      0.24253374,     -0.00171488,      5.88226152,      5.77965268,
      0.91260000,     24.25302633,      0.24076822,      0.24253026,     -0.00176204,      5.88209286,      5.77843732,
      0.91280000,     24.25266922,      0.24071765,      0.24252669,     -0.00180904,      5.88191964,      5.77722364,
      0.91300000,     24.25230272,      0.24066715,      0.24252303,     -0.00185587,      5.88174187,      5.77601170,
      0.91320000,     24.25192688,      0.24061673,      0.24251927,     -0.00190254,      5.88155957,      5.77480155,
      0.91340000,     24.25154172,      0.24056638,      0.24251542,     -0.00194903,      5.88137276,      5.77359322,
      0.91360000,     24.25114727,      0.24051611,      0.24251147,     -0.00199536,      5.88118144,      5.77238676,
      0.91380000,     24.25074358,      0.24046593,      0.24250744,     -0.00204151,      5.88098564,      5.77118222,
      0.91400000,     24.25033068,      0.24041582,      0.24250331,     -0.00208749,      5.88078538,      5.76997963,
      0.91420000,     24.24990860,      0.24036579,      0.24249909,     -0.00213329,      5.88058067,      5.76877905,
      0.91440000,     24.24947737,      0.24031586,      0.24249477,     -0.00217892,      5.88037153,      5.76758052,
      0.91460000,     24.24903704,      0.24026600,      0.24249037,     -0.00222437,      5.88015797,      5.76638408,
      0.91480000,     24.24858764,      0.24021624,      0.24248588,     -0.00226964,      5.87994002,      5.76518978,
      0.91500000,     24.24812920,      0.24016657,      0.24248129,     -0.00231472,      5.87971770,      5.76399765,
      0.91520000,     24.24766176,      0.24011699,      0.24247662,     -0.00235963,      5.87949101,      5.76280775,
      0.91540000,     24.24718536,      0.24006750,      0.24247185,     -0.00240435,      5.87925998,      5.76162012,
      0.91560000,     24.24670003,      0.24001812,      0.24246700,     -0.00244888,      5.87902463,      5.76043479,
      0.91580000,     24.24620582,      0.23996883,      0.24246206,     -0.00249323,      5.87878497,      5.75925181,
      0.91600000,     24.24570276,      0.23991963,      0.24245703,     -0.00253739,      5.87854102,      5.75807123,
      0.91620000,     24.24519088,      0.23987055,      0.24245191,     -0.00258136,      5.87829281,      5.75689308,
      0.91640000,     24.24467022,      0.23982156,      0.24244670,     -0.00262514,      5.87804034,      5.75571741,
      0.91660000,     24.24414084,      0.23977268,      0.24244141,     -0.00266873,      5.87778365,      5.75454426,
      0.91680000,     24.24360275,      0.23972390,      0.24243603,     -0.00271212,      5.87752274,      5.75337368,
      0.91700000,     24.24305600,      0.23967524,      0.24243056,     -0.00275532,      5.87725764,      5.75220569,
      0.91720000,     24.24250063,      0.23962668,      0.24242501,     -0.00279832,      5.87698837,      5.75104036,
      0.91740000,     24.24193668,      0.23957824,      0.24241937,     -0.00284113,      5.87671494,      5.74987770,
      0.91760000,     24.24136420,      0.23952991,      0.24241364,     -0.00288373,      5.87643738,      5.74871778,
      0.91780000,     24.24078320,      0.23948169,      0.24240783,     -0.00292614,      5.87615570,      5.74756062,
      0.91800000,     24.24019375,      0.23943359,      0.24240194,     -0.00296834,      5.87586993,      5.74640628,
      0.91820000,     24.23959588,      0.23938562,      0.24239596,     -0.00301034,      5.87558008,      5.74525478,
      0.91840000,     24.23898963,      0.23933776,      0.24238990,     -0.00305214,      5.87528618,      5.74410617,
      0.91860000,     24.23837504,      0.23929002,      0.24238375,     -0.00309373,      5.87498825,      5.74296049,
      0.91880000,     24.23775215,      0.23924241,      0.24237752,     -0.00313511,      5.87468629,      5.74181778,
      0.91900000,     24.23712101,      0.23919492,      0.24237121,     -0.00317629,      5.87438035,      5.74067808,
      0.91920000,     24.23648165,      0.23914756,      0.24236482,     -0.00321726,      5.87407043,      5.73954143,
      0.91940000,     24.23583411,      0.23910033,      0.24235834,     -0.00325801,      5.87375655,      5.73840787,
      0.91960000,     24.23517845,      0.23905323,      0.24235178,     -0.00329856,      5.87343875,      5.73727743,
      0.91980000,     24.23451470,      0.23900626,      0.24234515,     -0.00333889,      5.87311703,      5.73615017,
      0.92000000,     24.23384291,      0.23895942,      0.24233843,     -0.00337901,      5.87279142,      5.73502610,
      0.92020000,     24.23316311,      0.23891272,      0.24233163,     -0.00341891,      5.87246194,      5.73390528,
      0.92040000,     24.23247535,      0.23886616,      0.24232475,     -0.00345860,      5.87212862,      5.73278775,
      0.92060000,     24.23177968,      0.23881973,      0.24231780,     -0.00349807,      5.87179147,      5.73167353,
      0.92080000,     24.23107614,      0.23877344,      0.24231076,     -0.00353732,      5.87145051,      5.73056267,
      0.92100000,     24.23036477,      0.23872730,      0.24230365,     -0.00357635,      5.87110577,      5.72945521,
      0.92120000,     24.22964561,      0.23868130,      0.24229646,     -0.00361516,      5.87075727,      5.72835118,
      0.92140000,     24.22891872,      0.23863544,      0.24228919,     -0.00365374,      5.87040502,      5.72725063,
      0.92160000,     24.22818413,      0.23858973,      0.24228184,     -0.00369211,      5.87004906,      5.72615358,
      0.92180000,     24.22744189,      0.23854417,      0.24227442,     -0.00373025,      5.86968941,      5.72506007,
      0.92200000,     24.22669205,      0.23849876,      0.24226692,     -0.00376816,      5.86932608,      5.72397015,
      0.92220000,     24.22593465,      0.23845349,      0.24225935,     -0.00380585,      5.86895910,      5.72288384,
      0.92240000,     24.22516973,      0.23840838,      0.24225170,     -0.00384331,      5.86858848,      5.72180119,
      0.92260000,     24.22439734,      0.23836343,      0.24224397,     -0.00388055,      5.86821426,      5.72072223,
      0.92280000,     24.22361753,      0.23831862,      0.24223618,     -0.00391755,      5.86783646,      5.71964699,
      0.92300000,     24.22283034,      0.23827398,      0.24222830,     -0.00395432,      5.86745510,      5.71857551,
      0.92320000,     24.22203582,      0.23822949,      0.24222036,     -0.00399087,      5.86707019,      5.71750783,
      0.92340000,     24.22123401,      0.23818517,      0.24221234,     -0.00402717,      5.86668177,      5.71644398,
      0.92360000,     24.22042496,      0.23814100,      0.24220425,     -0.00406325,      5.86628985,      5.71538400,
      0.92380000,     24.21960873,      0.23809700,      0.24219609,     -0.00409909,      5.86589447,      5.71432792,
      0.92400000,     24.21878534,      0.23805316,      0.24218785,     -0.00413470,      5.86549564,      5.71327577,
      0.92420000,     24.21795486,      0.23800948,      0.24217955,     -0.00417007,      5.86509338,      5.71222759,
      0.92440000,     24.21711733,      0.23796598,      0.24217117,     -0.00420520,      5.86468772,      5.71118341,
      0.92460000,     24.21627280,      0.23792264,      0.24216273,     -0.00424009,      5.86427868,      5.71014328,
      0.92480000,     24.21542131,      0.23787947,      0.24215421,     -0.00427475,      5.86386629,      5.70910721,
      0.92500000,     24.21456292,      0.23783647,      0.24214563,     -0.00430916,      5.86345057,      5.70807524,
      0.92520000,     24.21369766,      0.23779364,      0.24213698,     -0.00434333,      5.86303154,      5.70704741,
      0.92540000,     24.21282559,      0.23775099,      0.24212826,     -0.00437727,      5.86260923,      5.70602375,
      0.92560000,     24.21194677,      0.23770851,      0.24211947,     -0.00441096,      5.86218366,      5.70500430,
      0.92580000,     24.21106122,      0.23766621,      0.24211061,     -0.00444440,      5.86175486,      5.70398907,
      0.92600000,     24.21016902,      0.23762409,      0.24210169,     -0.00447760,      5.86132284,      5.70297812,
      0.92620000,     24.20927019,      0.23758214,      0.24209270,     -0.00451056,      5.86088763,      5.70197146,
      0.92640000,     24.20836481,      0.23754038,      0.24208365,     -0.00454327,      5.86044927,      5.70096913,
      0.92660000,     24.20745290,      0.23749880,      0.24207453,     -0.00457573,      5.86000776,      5.69997116,
      0.92680000,     24.20653453,      0.23745740,      0.24206535,     -0.00460795,      5.85956314,      5.69897759,
      0.92700000,     24.20560974,      0.23741619,      0.24205610,     -0.00463991,      5.85911543,      5.69798844,
      0.92720000,     24.20467858,      0.23737516,      0.24204679,     -0.00467163,      5.85866465,      5.69700375,
      0.92740000,     24.20374110,      0.23733431,      0.24203741,     -0.00470310,      5.85821083,      5.69602354,
      0.92760000,     24.20279736,      0.23729366,      0.24202797,     -0.00473431,      5.85775400,      5.69504784,
      0.92780000,     24.20184739,      0.23725320,      0.24201847,     -0.00476528,      5.85729417,      5.69407669,
      0.92800000,     24.20089126,      0.23721292,      0.24200891,     -0.00479599,      5.85683138,      5.69311012,
      0.92820000,     24.19992902,      0.23717284,      0.24199929,     -0.00482645,      5.85636564,      5.69214815,
      0.92840000,     24.19896070,      0.23713295,      0.24198961,     -0.00485666,      5.85589699,      5.69119081,
      0.92860000,     24.19798638,      0.23709326,      0.24197986,     -0.00488661,      5.85542545,      5.69023813,
      0.92880000,     24.19700608,      0.23705376,      0.24197006,     -0.00491630,      5.85495103,      5.68929015,
      0.92900000,     24.19601987,      0.23701445,      0.24196020,     -0.00494575,      5.85447378,      5.68834689,
      0.92920000,     24.19502780,      0.23697535,      0.24195028,     -0.00497493,      5.85399370,      5.68740837,
      0.92940000,     24.19402992,      0.23693644,      0.24194030,     -0.00500386,      5.85351084,      5.68647463,
      0.92960000,     24.19302628,      0.23689774,      0.24193026,     -0.00503253,      5.85302521,      5.68554570,
      0.92980000,     24.19201693,      0.23685923,      0.24192017,     -0.00506094,      5.85253683,      5.68462159,
      0.93000000,     24.19100193,      0.23682093,      0.24191002,     -0.00508909,      5.85204574,      5.68370235,
      0.93020000,     24.18998132,      0.23678283,      0.24189981,     -0.00511698,      5.85155196,      5.68278798,
      0.93040000,     24.18895515,      0.23674494,      0.24188955,     -0.00514461,      5.85105551,      5.68187854,
      0.93060000,     24.18792349,      0.23670725,      0.24187923,     -0.00517198,      5.85055643,      5.68097402,
      0.93080000,     24.18688638,      0.23666977,      0.24186886,     -0.00519909,      5.85005473,      5.68007448,
      0.93100000,     24.18584387,      0.23663250,      0.24185844,     -0.00522594,      5.84955044,      5.67917992,
      0.93120000,     24.18479602,      0.23659543,      0.24184796,     -0.00525253,      5.84904358,      5.67829039,
      0.93140000,     24.18374287,      0.23655858,      0.24183743,     -0.00527885,      5.84853419,      5.67740589,
      0.93160000,     24.18268449,      0.23652194,      0.24182684,     -0.00530491,      5.84802229,      5.67652646,
      0.93180000,     24.18162092,      0.23648551,      0.24181621,     -0.00533070,      5.84750790,      5.67565213,
      0.93200000,     24.18055222,      0.23644929,      0.24180552,     -0.00535623,      5.84699106,      5.67478291,
      0.93220000,     24.17947844,      0.23641328,      0.24179478,     -0.00538150,      5.84647178,      5.67391883,
      0.93240000,     24.17839963,      0.23637750,      0.24178400,     -0.00540650,      5.84595009,      5.67305992,
      0.93260000,     24.17731585,      0.23634192,      0.24177316,     -0.00543123,      5.84542602,      5.67220620,
      0.93280000,     24.17622715,      0.23630657,      0.24176227,     -0.00545570,      5.84489959,      5.67135769,
      0.93300000,     24.17513359,      0.23627143,      0.24175134,     -0.00547990,      5.84437084,      5.67051442,
      0.93320000,     24.17403521,      0.23623652,      0.24174035,     -0.00550383,      5.84383978,      5.66967642,
      0.93340000,     24.17293207,      0.23620182,      0.24172932,     -0.00552750,      5.84330645,      5.66884369,
      0.93360000,     24.17182422,      0.23616734,      0.24171824,     -0.00555090,      5.84277086,      5.66801627,
      0.93380000,     24.17071173,      0.23613309,      0.24170712,     -0.00557403,      5.84223305,      5.66719419,
      0.93400000,     24.16959463,      0.23609906,      0.24169595,     -0.00559689,      5.84169305,      5.66637745,
      0.93420000,     24.16847299,      0.23606525,      0.24168473,     -0.00561948,      5.84115087,      5.66556609,
      0.93440000,     24.16734686,      0.23603167,      0.24167347,     -0.00564180,      5.84060654,      5.66476012,
      0.93460000,     24.16621629,      0.23599832,      0.24166216,     -0.00566385,      5.84006010,      5.66395956,
      0.93480000,     24.16508134,      0.23596519,      0.24165081,     -0.00568563,      5.83951156,      5.66316445,
      0.93500000,     24.16394206,      0.23593228,      0.24163942,     -0.00570714,      5.83896096,      5.66237479,
      0.93520000,     24.16279851,      0.23589961,      0.24162799,     -0.00572838,      5.83840832,      5.66159061,
      0.93540000,     24.16165074,      0.23586716,      0.24161651,     -0.00574934,      5.83785366,      5.66081193,
      0.93560000,     24.16049880,      0.23583495,      0.24160499,     -0.00577004,      5.83729702,      5.66003877,
      0.93580000,     24.15934274,      0.23580296,      0.24159343,     -0.00579046,      5.83673842,      5.65927115,
      0.93600000,     24.15818263,      0.23577121,      0.24158183,     -0.00581061,      5.83617788,      5.65850909,
      0.93620000,     24.15701852,      0.23573969,      0.24157019,     -0.00583049,      5.83561544,      5.65775261,
      0.93640000,     24.15585046,      0.23570841,      0.24155850,     -0.00585010,      5.83505111,      5.65700172,
      0.93660000,     24.15467850,      0.23567735,      0.24154679,     -0.00586943,      5.83448493,      5.65625645,
      0.93680000,     24.15350270,      0.23564653,      0.24153503,     -0.00588849,      5.83391693,      5.65551682,
      0.93700000,     24.15232312,      0.23561595,      0.24152323,     -0.00590728,      5.83334712,      5.65478284,
      0.93720000,     24.15113981,      0.23558561,      0.24151140,     -0.00592579,      5.83277554,      5.65405452,
      0.93740000,     24.14995282,      0.23555550,      0.24149953,     -0.00594403,      5.83220221,      5.65333190,
      0.93760000,     24.14876222,      0.23552562,      0.24148762,     -0.00596200,      5.83162717,      5.65261498,
      0.93780000,     24.14756804,      0.23549599,      0.24147568,     -0.00597969,      5.83105042,      5.65190379,
      0.93800000,     24.14637036,      0.23546660,      0.24146370,     -0.00599711,      5.83047201,      5.65119833,
      0.93820000,     24.14516921,      0.23543744,      0.24145169,     -0.00601425,      5.82989196,      5.65049864,
      0.93840000,     24.14396467,      0.23540853,      0.24143965,     -0.00603112,      5.82931030,      5.64980471,
      0.93860000,     24.14275678,      0.23537986,      0.24142757,     -0.00604771,      5.82872705,      5.64911658,
      0.93880000,     24.14154560,      0.23535143,      0.24141546,     -0.00606403,      5.82814224,      5.64843425,
      0.93900000,     24.14033118,      0.23532324,      0.24140331,     -0.00608007,      5.82755589,      5.64775775,
      0.93920000,     24.13911358,      0.23529529,      0.24139114,     -0.00609584,      5.82696804,      5.64708708,
      0.93940000,     24.13789285,      0.23526759,      0.24137893,     -0.00611133,      5.82637871,      5.64642226,
      0.93960000,     24.13666906,      0.23524014,      0.24136669,     -0.00612655,      5.82578793,      5.64576331,
      0.93980000,     24.13544225,      0.23521293,      0.24135442,     -0.00614150,      5.82519572,      5.64511024,
      0.94000000,     24.13421247,      0.23518596,      0.24134212,     -0.00615616,      5.82460212,      5.64446307,
      0.94020000,     24.13297980,      0.23515924,      0.24132980,     -0.00617056,      5.82400714,      5.64382180,
      0.94040000,     24.13174427,      0.23513277,      0.24131744,     -0.00618467,      5.82341081,      5.64318646,
      0.94060000,     24.13050595,      0.23510654,      0.24130506,     -0.00619852,      5.82281317,      5.64255706,
      0.94080000,     24.12926488,      0.23508057,      0.24129265,     -0.00621208,      5.82221424,      5.64193361,
      0.94100000,     24.12802113,      0.23505484,      0.24128021,     -0.00622537,      5.82161404,      5.64131612,
      0.94120000,     24.12677475,      0.23502936,      0.24126775,     -0.00623839,      5.82101260,      5.64070461,
      0.94140000,     24.12552580,      0.23500413,      0.24125526,     -0.00625113,      5.82040995,      5.64009909,
      0.94160000,     24.12427433,      0.23497915,      0.24124274,     -0.00626359,      5.81980612,      5.63949957,
      0.94180000,     24.12302039,      0.23495442,      0.24123020,     -0.00627578,      5.81920113,      5.63890606,
      0.94200000,     24.12176404,      0.23492994,      0.24121764,     -0.00628770,      5.81859500,      5.63831858,
      0.94220000,     24.12050533,      0.23490571,      0.24120505,     -0.00629934,      5.81798777,      5.63773713,
      0.94240000,     24.11924432,      0.23488174,      0.24119244,     -0.00631070,      5.81737947,      5.63716173,
      0.94260000,     24.11798107,      0.23485802,      0.24117981,     -0.00632179,      5.81677011,      5.63659239,
      0.94280000,     24.11671563,      0.23483455,      0.24116716,     -0.00633261,      5.81615973,      5.63602912,
      0.94300000,     24.11544805,      0.23481133,      0.24115448,     -0.00634315,      5.81554835,      5.63547193,
      0.94320000,     24.11417839,      0.23478837,      0.24114178,     -0.00635342,      5.81493600,      5.63492082,
      0.94340000,     24.11290671,      0.23476566,      0.24112907,     -0.00636341,      5.81432270,      5.63437582,
      0.94360000,     24.11163305,      0.23474321,      0.24111633,     -0.00637313,      5.81370848,      5.63383693,
      0.94380000,     24.11035748,      0.23472101,      0.24110357,     -0.00638257,      5.81309338,      5.63330415,
      0.94400000,     24.10908004,      0.23469906,      0.24109080,     -0.00639174,      5.81247741,      5.63277750,
      0.94420000,     24.10780080,      0.23467737,      0.24107801,     -0.00640063,      5.81186059,      5.63225698,
      0.94440000,     24.10651981,      0.23465594,      0.24106520,     -0.00640926,      5.81124297,      5.63174261,
      0.94460000,     24.10523712,      0.23463477,      0.24105237,     -0.00641760,      5.81062456,      5.63123440,
      0.94480000,     24.10395278,      0.23461385,      0.24103953,     -0.00642568,      5.81000540,      5.63073234,
      0.94500000,     24.10266686,      0.23459319,      0.24102667,     -0.00643348,      5.80938550,      5.63023645,
      0.94520000,     24.10137940,      0.23457278,      0.24101379,     -0.00644101,      5.80876489,      5.62974674,
      0.94540000,     24.10009046,      0.23455263,      0.24100090,     -0.00644827,      5.80814360,      5.62926321,
      0.94560000,     24.09880010,      0.23453274,      0.24098800,     -0.00645526,      5.80752166,      5.62878587,
      0.94580000,     24.09750837,      0.23451311,      0.24097508,     -0.00646197,      5.80689910,      5.62831473,
      0.94600000,     24.09621532,      0.23449374,      0.24096215,     -0.00646841,      5.80627593,      5.62784979,
      0.94620000,     24.09492101,      0.23447463,      0.24094921,     -0.00647458,      5.80565219,      5.62739107,
      0.94640000,     24.09362550,      0.23445577,      0.24093625,     -0.00648048,      5.80502790,      5.62693855,
      0.94660000,     24.09232883,      0.23443718,      0.24092329,     -0.00648611,      5.80440308,      5.62649226,
      0.94680000,     24.09103107,      0.23441884,      0.24091031,     -0.00649147,      5.80377778,      5.62605220,
      0.94700000,     24.08973226,      0.23440077,      0.24089732,     -0.00649656,      5.80315200,      5.62561836,
      0.94720000,     24.08843246,      0.23438295,      0.24088432,     -0.00650138,      5.80252578,      5.62519077,
      0.94740000,     24.08713172,      0.23436539,      0.24087132,     -0.00650593,      5.80189915,      5.62476941,
      0.94760000,     24.08583011,      0.23434810,      0.24085830,     -0.00651021,      5.80127212,      5.62435430,
      0.94780000,     24.08452766,      0.23433106,      0.24084528,     -0.00651422,      5.80064473,      5.62394544,
      0.94800000,     24.08322444,      0.23431428,      0.24083224,     -0.00651796,      5.80001699,      5.62354284,
      0.94820000,     24.08192050,      0.23429777,      0.24081920,     -0.00652143,      5.79938895,      5.62314649,
      0.94840000,     24.08061589,      0.23428152,      0.24080616,     -0.00652464,      5.79876062,      5.62275640,
      0.94860000,     24.07931066,      0.23426552,      0.24079311,     -0.00652758,      5.79813202,      5.62237258,
      0.94880000,     24.07800488,      0.23424979,      0.24078005,     -0.00653026,      5.79750319,      5.62199502,
      0.94900000,     24.07669859,      0.23423432,      0.24076699,     -0.00653266,      5.79687415,      5.62162373,
      0.94920000,     24.07539184,      0.23421911,      0.24075392,     -0.00653481,      5.79624492,      5.62125872,
      0.94940000,     24.07408469,      0.23420417,      0.24074085,     -0.00653668,      5.79561554,      5.62089997,
      0.94960000,     24.07277719,      0.23418948,      0.24072777,     -0.00653829,      5.79498602,      5.62054750,
      0.94980000,     24.07146940,      0.23417505,      0.24071469,     -0.00653964,      5.79435639,      5.62020131,
      0.95000000,     24.07016136,      0.23416089,      0.24070161,     -0.00654072,      5.79372668,      5.61986140,
      0.95020000,     24.06885313,      0.23414699,      0.24068853,     -0.00654154,      5.79309691,      5.61952777,
      0.95040000,     24.06754477,      0.23413335,      0.24067545,     -0.00654210,      5.79246711,      5.61920041,
      0.95060000,     24.06623631,      0.23411997,      0.24066236,     -0.00654239,      5.79183730,      5.61887934,
      0.95080000,     24.06492783,      0.23410686,      0.24064928,     -0.00654242,      5.79120751,      5.61856455,
      0.95100000,     24.06361937,      0.23409400,      0.24063619,     -0.00654219,      5.79057777,      5.61825603,
      0.95120000,     24.06231097,      0.23408141,      0.24062311,     -0.00654170,      5.78994809,      5.61795380,
      0.95140000,     24.06100270,      0.23406908,      0.24061003,     -0.00654095,      5.78931851,      5.61765785,
      0.95160000,     24.05969461,      0.23405701,      0.24059695,     -0.00653994,      5.78868905,      5.61736818,
      0.95180000,     24.05838675,      0.23404520,      0.24058387,     -0.00653867,      5.78805973,      5.61708478,
      0.95200000,     24.05707916,      0.23403365,      0.24057079,     -0.00653714,      5.78743058,      5.61680766,
      0.95220000,     24.05577190,      0.23402237,      0.24055772,     -0.00653535,      5.78680162,      5.61653682,
      0.95240000,     24.05446503,      0.23401134,      0.24054465,     -0.00653331,      5.78617288,      5.61627225,
      0.95260000,     24.05315859,      0.23400058,      0.24053159,     -0.00653100,      5.78554438,      5.61601396,
      0.95280000,     24.05185263,      0.23399008,      0.24051853,     -0.00652845,      5.78491615,      5.61576193,
      0.95300000,     24.05054722,      0.23397984,      0.24050547,     -0.00652563,      5.78428821,      5.61551617,
      0.95320000,     24.04924239,      0.23396986,      0.24049242,     -0.00652256,      5.78366059,      5.61527668,
      0.95340000,     24.04793820,      0.23396014,      0.24047938,     -0.00651924,      5.78303332,      5.61504345,
      0.95360000,     24.04663470,      0.23395069,      0.24046635,     -0.00651566,      5.78240640,      5.61481647,
      0.95380000,     24.04533194,      0.23394149,      0.24045332,     -0.00651183,      5.78177988,      5.61459575,
      0.95400000,     24.04402998,      0.23393255,      0.24044030,     -0.00650775,      5.78115378,      5.61438128,
      0.95420000,     24.04272886,      0.23392388,      0.24042729,     -0.00650341,      5.78052811,      5.61417306,
      0.95440000,     24.04142863,      0.23391546,      0.24041429,     -0.00649882,      5.77990290,      5.61397108,
      0.95460000,     24.04012934,      0.23390731,      0.24040129,     -0.00649399,      5.77927819,      5.61377534,
      0.95480000,     24.03883105,      0.23389941,      0.24038831,     -0.00648890,      5.77865398,      5.61358584,
      0.95500000,     24.03753380,      0.23389177,      0.24037534,     -0.00648356,      5.77803031,      5.61340256,
      0.95520000,     24.03623764,      0.23388440,      0.24036238,     -0.00647798,      5.77740720,      5.61322551,
      0.95540000,     24.03494262,      0.23387728,      0.24034943,     -0.00647215,      5.77678467,      5.61305468,
      0.95560000,     24.03364880,      0.23387042,      0.24033649,     -0.00646607,      5.77616275,      5.61289006,
      0.95580000,     24.03235622,      0.23386382,      0.24032356,     -0.00645974,      5.77554145,      5.61273165,
      0.95600000,     24.03106492,      0.23385748,      0.24031065,     -0.00645317,      5.77492081,      5.61257944,
      0.95620000,     24.02977497,      0.23385139,      0.24029775,     -0.00644636,      5.77430085,      5.61243342,
      0.95640000,     24.02848640,      0.23384557,      0.24028486,     -0.00643930,      5.77368159,      5.61229359,
      0.95660000,     24.02719927,      0.23384000,      0.24027199,     -0.00643199,      5.77306305,      5.61215995,
      0.95680000,     24.02591363,      0.23383469,      0.24025914,     -0.00642445,      5.77244526,      5.61203248,
      0.95700000,     24.02462952,      0.23382963,      0.24024630,     -0.00641666,      5.77182824,      5.61191118,
      0.95720000,     24.02334699,      0.23382483,      0.24023347,     -0.00640864,      5.77121201,      5.61179603,
      0.95740000,     24.02206609,      0.23382029,      0.24022066,     -0.00640037,      5.77059659,      5.61168704,
      0.95760000,     24.02078687,      0.23381601,      0.24020787,     -0.00639186,      5.76998202,      5.61158420,
      0.95780000,     24.01950937,      0.23381198,      0.24019509,     -0.00638312,      5.76936830,      5.61148749,
      0.95800000,     24.01823364,      0.23380820,      0.24018234,     -0.00637413,      5.76875547,      5.61139691,
      0.95820000,     24.01695974,      0.23380469,      0.24016960,     -0.00636491,      5.76814355,      5.61131244,
      0.95840000,     24.01568770,      0.23380142,      0.24015688,     -0.00635546,      5.76753256,      5.61123409,
      0.95860000,     24.01441757,      0.23379841,      0.24014418,     -0.00634577,      5.76692251,      5.61116184,
      0.95880000,     24.01314941,      0.23379565,      0.24013149,     -0.00633584,      5.76631345,      5.61109568,
      0.95900000,     24.01188325,      0.23379315,      0.24011883,     -0.00632568,      5.76570537,      5.61103560,
      0.95920000,     24.01061915,      0.23379090,      0.24010619,     -0.00631529,      5.76509832,      5.61098160,
      0.95940000,     24.00935715,      0.23378890,      0.24009357,     -0.00630467,      5.76449231,      5.61093366,
      0.95960000,     24.00809730,      0.23378716,      0.24008097,     -0.00629382,      5.76388736,      5.61089177,
      0.95980000,     24.00683964,      0.23378566,      0.24006840,     -0.00628273,      5.76328349,      5.61085592,
      0.96000000,     24.00558421,      0.23378442,      0.24005584,     -0.00627142,      5.76268073,      5.61082611,
