Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Total
      0.39740000,     20.83288913,      0.19179358,      0.20832889,     -0.01653531,      4.34009270,      4.60304596,
      0.39760000,     20.82964870,      0.19242733,      0.20829649,     -0.01586916,      4.33874265,      4.61825593,
      0.39780000,     20.82654142,      0.19306171,      0.20826541,     -0.01520370,      4.33744828,      4.63348113,
      0.39800000,     20.82356717,      0.19369671,      0.20823567,     -0.01453897,      4.33620950,      4.64872092,
      0.39820000,     20.82072579,      0.19433228,      0.20820726,     -0.01387498,      4.33502622,      4.66397467,
      0.39840000,     20.81801713,      0.19496841,      0.20818017,     -0.01321177,      4.33389837,      4.67924175,
      0.39860000,     20.81544103,      0.19560506,      0.20815441,     -0.01254935,      4.33282585,      4.69452150,
      0.39880000,     20.81299734,      0.19624222,      0.20812997,     -0.01188775,      4.33180858,      4.70981330,
      0.39900000,     20.81068587,      0.19687985,      0.20810686,     -0.01122700,      4.33084647,      4.72511652,
      0.39920000,     20.80850647,      0.19751794,      0.20808506,     -0.01056713,      4.32993942,      4.74043051,
      0.39940000,     20.80645896,      0.19815644,      0.20806459,     -0.00990815,      4.32908735,      4.75575464,
      0.39960000,     20.80454315,      0.19879535,      0.20804543,     -0.00925009,      4.32829016,      4.77108829,
      0.39980000,     20.80275886,      0.19943462,      0.20802759,     -0.00859297,      4.32754776,      4.78643081,
      0.40000000,     20.80110590,      0.20007423,      0.20801106,     -0.00793683,      4.32686007,      4.80178159,
      0.40020000,     20.79958407,      0.20071417,      0.20799584,     -0.00728167,      4.32622697,      4.81713998,
      0.40040000,     20.79819316,      0.20135439,      0.20798193,     -0.00662754,      4.32564839,      4.83250537,
      0.40060000,     20.79693298,      0.20199488,      0.20796933,     -0.00597445,      4.32512421,      4.84787712,
      0.40080000,     20.79580331,      0.20263561,      0.20795803,     -0.00532242,      4.32465435,      4.86325460,
      0.40100000,     20.79480394,      0.20327655,      0.20794804,     -0.00467149,      4.32423871,      4.87863720,
      0.40120000,     20.79393464,      0.20391768,      0.20793935,     -0.00402167,      4.32387718,      4.89402428,
      0.40140000,     20.79319520,      0.20455897,      0.20793195,     -0.00337298,      4.32356966,      4.90941522,
      0.40160000,     20.79258537,      0.20520039,      0.20792585,     -0.00272546,      4.32331607,      4.92480940,
      0.40180000,     20.79210494,      0.20584192,      0.20792105,     -0.00207912,      4.32311628,      4.94020620,
      0.40200000,     20.79175364,      0.20648354,      0.20791754,     -0.00143400,      4.32297020,      4.95560499,
      0.40220000,     20.79153126,      0.20712521,      0.20791531,     -0.00079010,      4.32287772,      4.97100516,
      0.40240000,     20.79143752,      0.20776692,      0.20791438,     -0.00014745,      4.32283874,      4.98640609,
      0.40260000,     20.79147219,      0.20840863,      0.20791472,      0.00049391,      4.32285316,      5.00180715,
      0.40280000,     20.79163500,      0.20905032,      0.20791635,      0.00113397,      4.32292086,      5.01720775,
      0.40300000,     20.79192569,      0.20969197,      0.20791926,      0.00177271,      4.32304174,      5.03260725,
      0.40320000,     20.79234399,      0.21033354,      0.20792344,      0.00241010,      4.32321569,      5.04800505,
      0.40340000,     20.79288963,      0.21097502,      0.20792890,      0.00304613,      4.32344259,      5.06340054,
      0.40360000,     20.79356235,      0.21161638,      0.20793562,      0.00368076,      4.32372235,      5.07879310,
      0.40380000,     20.79436184,      0.21225759,      0.20794362,      0.00431397,      4.32405484,      5.09418213,
      0.40400000,     20.79528784,      0.21289863,      0.20795288,      0.00494575,      4.32443996,      5.10956703,
      0.40420000,     20.79634004,      0.21353947,      0.20796340,      0.00557606,      4.32487759,      5.12494717,
      0.40440000,     20.79751817,      0.21418008,      0.20797518,      0.00620490,      4.32536762,      5.14032196,
      0.40460000,     20.79882191,      0.21482045,      0.20798822,      0.00683223,      4.32590993,      5.15569080,
      0.40480000,     20.80025096,      0.21546054,      0.20800251,      0.00745804,      4.32650440,      5.17105307,
      0.40500000,     20.80180502,      0.21610034,      0.20801805,      0.00808229,      4.32715092,      5.18640819,
      0.40520000,     20.80348377,      0.21673981,      0.20803484,      0.00870498,      4.32784937,      5.20175555,
      0.40540000,     20.80528691,      0.21737894,      0.20805287,      0.00932607,      4.32859963,      5.21709455,
      0.40560000,     20.80721410,      0.21801769,      0.20807214,      0.00994555,      4.32940158,      5.23242460,
      0.40580000,     20.80926502,      0.21865605,      0.20809265,      0.01056340,      4.33025511,      5.24774510,
      0.40600000,     20.81143934,      0.21929398,      0.20811439,      0.01117958,      4.33116008,      5.26305546,
      0.40620000,     20.81373674,      0.21993146,      0.20813737,      0.01179409,      4.33211637,      5.27835508,
      0.40640000,     20.81615687,      0.22056847,      0.20816157,      0.01240691,      4.33312387,      5.29364339,
      0.40660000,     20.81869938,      0.22120499,      0.20818699,      0.01301800,      4.33418244,      5.30891978,
      0.40680000,     20.82136395,      0.22184099,      0.20821364,      0.01362735,      4.33529197,      5.32418367,
      0.40700000,     20.82415020,      0.22247644,      0.20824150,      0.01423493,      4.33645232,      5.33943449,
      0.40720000,     20.82705780,      0.22311132,      0.20827058,      0.01484074,      4.33766337,      5.35467163,
      0.40740000,     20.83008638,      0.22374561,      0.20830086,      0.01544474,      4.33892498,      5.36989453,
      0.40760000,     20.83323557,      0.22437928,      0.20833236,      0.01604692,      4.34023704,      5.38510261,
      0.40780000,     20.83650502,      0.22501230,      0.20836505,      0.01664725,      4.34159942,      5.40029528,
      0.40800000,     20.83989435,      0.22564467,      0.20839894,      0.01724572,      4.34301197,      5.41547197,
      0.40820000,     20.84340319,      0.22627634,      0.20843403,      0.01784231,      4.34447456,      5.43063211,
      0.40840000,     20.84703115,      0.22690730,      0.20847031,      0.01843698,      4.34598708,      5.44577511,
      0.40860000,     20.85077786,      0.22753752,      0.20850778,      0.01902974,      4.34754937,      5.46090042,
      0.40880000,     20.85464292,      0.22816698,      0.20854643,      0.01962055,      4.34916131,      5.47600746,
      0.40900000,     20.85862595,      0.22879565,      0.20858626,      0.02020939,      4.35082277,      5.49109566,
      0.40920000,     20.86272655,      0.22942352,      0.20862727,      0.02079625,      4.35253359,      5.50616447,
      0.40940000,     20.86694432,      0.23005055,      0.20866944,      0.02138111,      4.35429365,      5.52121330,
      0.40960000,     20.87127886,      0.23067673,      0.20871279,      0.02196395,      4.35610281,      5.53624161,
      0.40980000,     20.87572976,      0.23130203,      0.20875730,      0.02254474,      4.35796093,      5.55124884,
      0.41000000,     20.88029661,      0.23192643,      0.20880297,      0.02312347,      4.35986787,      5.56623442,
      0.41020000,     20.88497900,      0.23254991,      0.20884979,      0.02370012,      4.36182348,      5.58119780,
      0.41040000,     20.88977651,      0.23317243,      0.20889777,      0.02427467,      4.36382763,      5.59613843,
      0.41060000,     20.89468873,      0.23379399,      0.20894689,      0.02484710,      4.36588017,      5.61105576,
      0.41080000,     20.89971521,      0.23441455,      0.20899715,      0.02541740,      4.36798096,      5.62594923,
      0.41100000,     20.90485554,      0.23503410,      0.20904856,      0.02598554,      4.37012985,      5.64081831,
      0.41120000,     20.91010928,      0.23565260,      0.20910109,      0.02655151,      4.37232670,      5.65566244,
      0.41140000,     20.91547600,      0.23627004,      0.20915476,      0.02711528,      4.37457136,      5.67048108,
      0.41160000,     20.92095525,      0.23688640,      0.20920955,      0.02767685,      4.37686369,      5.68527369,
      0.41180000,     20.92654659,      0.23750166,      0.20926547,      0.02823619,      4.37920352,      5.70003973,
      0.41200000,     20.93224958,      0.23811578,      0.20932250,      0.02879328,      4.38159073,      5.71477867,
      0.41220000,     20.93806376,      0.23872875,      0.20938064,      0.02934811,      4.38402514,      5.72948996,
      0.41240000,     20.94398868,      0.23934055,      0.20943989,      0.02990066,      4.38650662,      5.74417308,
      0.41260000,     20.95002388,      0.23995115,      0.20950024,      0.03045091,      4.38903500,      5.75882750,
      0.41280000,     20.95616889,      0.24056053,      0.20956169,      0.03099884,      4.39161015,      5.77345268,
      0.41300000,     20.96242326,      0.24116867,      0.20962423,      0.03154444,      4.39423189,      5.78804810,
      0.41320000,     20.96878651,      0.24177555,      0.20968787,      0.03208769,      4.39690008,      5.80261324,
      0.41340000,     20.97525817,      0.24238115,      0.20975258,      0.03262857,      4.39961455,      5.81714758,
      0.41360000,     20.98183777,      0.24298544,      0.20981838,      0.03316706,      4.40237516,      5.83165059,
      0.41380000,     20.98852483,      0.24358841,      0.20988525,      0.03370316,      4.40518175,      5.84612176,
      0.41400000,     20.99531887,      0.24419002,      0.20995319,      0.03423684,      4.40803414,      5.86056058,
      0.41420000,     21.00221940,      0.24479027,      0.21002219,      0.03476808,      4.41093220,      5.87496652,
      0.41440000,     21.00922593,      0.24538913,      0.21009226,      0.03529687,      4.41387574,      5.88933910,
      0.41460000,     21.01633798,      0.24598657,      0.21016338,      0.03582319,      4.41686462,      5.90367778,
      0.41480000,     21.02355504,      0.24658259,      0.21023555,      0.03634704,      4.41989867,      5.91798208,
      0.41500000,     21.03087663,      0.24717715,      0.21030877,      0.03686838,      4.42297772,      5.93225149,
      0.41520000,     21.03830223,      0.24777023,      0.21038302,      0.03738721,      4.42610161,      5.94648550,
      0.41540000,     21.04583135,      0.24836182,      0.21045831,      0.03790350,      4.42927017,      5.96068362,
      0.41560000,     21.05346347,      0.24895189,      0.21053463,      0.03841726,      4.43248324,      5.97484536,
      0.41580000,     21.06119808,      0.24954043,      0.21061198,      0.03892844,      4.43574065,      5.98897021,
      0.41600000,     21.06903468,      0.25012740,      0.21069035,      0.03943706,      4.43904222,      6.00305770,
      0.41620000,     21.07697274,      0.25071281,      0.21076973,      0.03994308,      4.44238780,      6.01710732,
      0.41640000,     21.08501174,      0.25129661,      0.21085012,      0.04044649,      4.44577720,      6.03111860,
      0.41660000,     21.09315116,      0.25187879,      0.21093151,      0.04094728,      4.44921026,      6.04509105,
      0.41680000,     21.10139048,      0.25245934,      0.21101390,      0.04144544,      4.45268680,      6.05902419,
      0.41700000,     21.10972916,      0.25303823,      0.21109729,      0.04194094,      4.45620665,      6.07291754,
      0.41720000,     21.11816667,      0.25361544,      0.21118167,      0.04243378,      4.45976964,      6.08677063,
      0.41740000,     21.12670248,      0.25419096,      0.21126702,      0.04292393,      4.46337558,      6.10058298,
      0.41760000,     21.13533606,      0.25476476,      0.21135336,      0.04341139,      4.46702430,      6.11435413,
      0.41780000,     21.14406686,      0.25533682,      0.21144067,      0.04389615,      4.47071563,      6.12808360,
      0.41800000,     21.15289433,      0.25590712,      0.21152894,      0.04437818,      4.47444939,      6.14177093,
      0.41820000,     21.16181794,      0.25647565,      0.21161818,      0.04485747,      4.47822539,      6.15541565,
      0.41840000,     21.17083714,      0.25704239,      0.21170837,      0.04533402,      4.48204345,      6.16901732,
      0.41860000,     21.17995136,      0.25760731,      0.21179951,      0.04580780,      4.48590340,      6.18257546,
      0.41880000,     21.18916007,      0.25817040,      0.21189160,      0.04627880,      4.48980504,      6.19608963,
      0.41900000,     21.19846270,      0.25873164,      0.21198463,      0.04674701,      4.49374821,      6.20955938,
      0.41920000,     21.20785869,      0.25929101,      0.21207859,      0.04721242,      4.49773270,      6.22298424,
      0.41940000,     21.21734749,      0.25984849,      0.21217347,      0.04767502,      4.50175834,      6.23636379,
      0.41960000,     21.22692852,      0.26040407,      0.21226929,      0.04813478,      4.50582494,      6.24969757,
      0.41980000,     21.23660122,      0.26095771,      0.21236601,      0.04859170,      4.50993231,      6.26298513,
      0.42000000,     21.24636502,      0.26150942,      0.21246365,      0.04904577,      4.51408026,      6.27622605,
      0.42020000,     21.25621934,      0.26205916,      0.21256219,      0.04949697,      4.51826861,      6.28941989,
      0.42040000,     21.26616361,      0.26260693,      0.21266164,      0.04994529,      4.52249715,      6.30256620,
      0.42060000,     21.27619726,      0.26315269,      0.21276197,      0.05039072,      4.52676570,      6.31566457,
      0.42080000,     21.28631970,      0.26369644,      0.21286320,      0.05083324,      4.53107407,      6.32871457,
      0.42100000,     21.29653036,      0.26423816,      0.21296530,      0.05127285,      4.53542205,      6.34171576,
      0.42120000,     21.30682864,      0.26477782,      0.21306829,      0.05170954,      4.53980947,      6.35466773,
      0.42140000,     21.31721397,      0.26531542,      0.21317214,      0.05214328,      4.54423612,      6.36757006,
      0.42160000,     21.32768575,      0.26585093,      0.21327686,      0.05257407,      4.54870180,      6.38042234,
      0.42180000,     21.33824340,      0.26638434,      0.21338243,      0.05300191,      4.55320631,      6.39322414,
      0.42200000,     21.34888631,      0.26691563,      0.21348886,      0.05342676,      4.55774947,      6.40597506,
      0.42220000,     21.35961390,      0.26744478,      0.21359614,      0.05384864,      4.56233106,      6.41867469,
      0.42240000,     21.37042557,      0.26797178,      0.21370426,      0.05426752,      4.56695089,      6.43132263,
      0.42260000,     21.38132071,      0.26849660,      0.21381321,      0.05468340,      4.57160875,      6.44391847,
      0.42280000,     21.39229873,      0.26901924,      0.21392299,      0.05509626,      4.57630445,      6.45646182,
      0.42300000,     21.40335901,      0.26953968,      0.21403359,      0.05550609,      4.58103777,      6.46895227,
      0.42320000,     21.41450097,      0.27005789,      0.21414501,      0.05591288,      4.58580852,      6.48138944,
      0.42340000,     21.42572398,      0.27057387,      0.21425724,      0.05631663,      4.59061648,      6.49377294,
      0.42360000,     21.43702743,      0.27108760,      0.21437027,      0.05671732,      4.59546145,      6.50610237,
      0.42380000,     21.44841071,      0.27159906,      0.21448411,      0.05711495,      4.60034322,      6.51837735,
      0.42400000,     21.45987321,      0.27210823,      0.21459873,      0.05750950,      4.60526158,      6.53059750,
      0.42420000,     21.47141430,      0.27261510,      0.21471414,      0.05790096,      4.61021632,      6.54276245,
      0.42440000,     21.48303338,      0.27311966,      0.21483033,      0.05828932,      4.61520723,      6.55487180,
      0.42460000,     21.49472983,      0.27362188,      0.21494730,      0.05867459,      4.62023410,      6.56692520,
      0.42480000,     21.50650301,      0.27412176,      0.21506503,      0.05905673,      4.62529672,      6.57892227,
      0.42500000,     21.51835230,      0.27461928,      0.21518352,      0.05943575,      4.63039486,      6.59086265,
      0.42520000,     21.53027709,      0.27511442,      0.21530277,      0.05981164,      4.63552832,      6.60274597,
      0.42540000,     21.54227674,      0.27560716,      0.21542277,      0.06018439,      4.64069687,      6.61457187,
      0.42560000,     21.55435063,      0.27609750,      0.21554351,      0.06055399,      4.64590031,      6.62633999,
      0.42580000,     21.56649813,      0.27658542,      0.21566498,      0.06092043,      4.65113841,      6.63804998,
      0.42600000,     21.57871859,      0.27707090,      0.21578719,      0.06128371,      4.65641096,      6.64970149,
      0.42620000,     21.59101139,      0.27755392,      0.21591011,      0.06164381,      4.66171773,      6.66129416,
      0.42640000,     21.60337590,      0.27803449,      0.21603376,      0.06200073,      4.66705850,      6.67282766,
      0.42660000,     21.61581147,      0.27851257,      0.21615811,      0.06235445,      4.67243306,      6.68430164,
      0.42680000,     21.62831747,      0.27898816,      0.21628317,      0.06270498,      4.67784117,      6.69571576,
      0.42700000,     21.64089326,      0.27946124,      0.21640893,      0.06305230,      4.68328261,      6.70706968,
      0.42720000,     21.65353819,      0.27993179,      0.21653538,      0.06339641,      4.68875716,      6.71836307,
      0.42740000,     21.66625162,      0.28039982,      0.21666252,      0.06373730,      4.69426459,      6.72959561,
      0.42760000,     21.67903290,      0.28086529,      0.21679033,      0.06407496,      4.69980468,      6.74076695,
      0.42780000,     21.69188140,      0.28132820,      0.21691881,      0.06440939,      4.70537719,      6.75187679,
      0.42800000,     21.70479645,      0.28178853,      0.21704796,      0.06474057,      4.71098189,      6.76292479,
      0.42820000,     21.71777741,      0.28224628,      0.21717777,      0.06506850,      4.71661856,      6.77391064,
      0.42840000,     21.73082363,      0.28270142,      0.21730824,      0.06539318,      4.72228696,      6.78483402,
      0.42860000,     21.74393446,      0.28315394,      0.21743934,      0.06571460,      4.72798686,      6.79569463,
      0.42880000,     21.75710925,      0.28360384,      0.21757109,      0.06603275,      4.73371803,      6.80649215,
      0.42900000,     21.77034734,      0.28405109,      0.21770347,      0.06634762,      4.73948023,      6.81722628,
      0.42920000,     21.78364807,      0.28449570,      0.21783648,      0.06665922,      4.74527323,      6.82789671,
      0.42940000,     21.79701080,      0.28493763,      0.21797011,      0.06696752,      4.75109680,      6.83850315,
      0.42960000,     21.81043485,      0.28537689,      0.21810435,      0.06727254,      4.75695068,      6.84904531,
      0.42980000,     21.82391958,      0.28581345,      0.21823920,      0.06757426,      4.76283466,      6.85952288,
      0.43000000,     21.83746433,      0.28624732,      0.21837464,      0.06787267,      4.76874848,      6.86993558,
      0.43020000,     21.85106843,      0.28667846,      0.21851068,      0.06816778,      4.77469191,      6.88028312,
      0.43040000,     21.86473122,      0.28710688,      0.21864731,      0.06845957,      4.78066471,      6.89056523,
      0.43060000,     21.87845204,      0.28753257,      0.21878452,      0.06874805,      4.78666663,      6.90078161,
      0.43080000,     21.89223022,      0.28795550,      0.21892230,      0.06903320,      4.79269744,      6.91093199,
      0.43100000,     21.90606510,      0.28837567,      0.21906065,      0.06931502,      4.79875688,      6.92101611,
      0.43120000,     21.91995601,      0.28879307,      0.21919956,      0.06959351,      4.80484472,      6.93103368,
      0.43140000,     21.93390229,      0.28920769,      0.21933902,      0.06986866,      4.81096070,      6.94098445,
      0.43160000,     21.94790327,      0.28961951,      0.21947903,      0.07014047,      4.81710458,      6.95086814,
      0.43180000,     21.96195827,      0.29002852,      0.21961958,      0.07040894,      4.82327611,      6.96068449,
      0.43200000,     21.97606663,      0.29043472,      0.21976067,      0.07067405,      4.82947504,      6.97043325,
      0.43220000,     21.99022767,      0.29083809,      0.21990228,      0.07093581,      4.83570113,      6.98011417,
      0.43240000,     22.00444073,      0.29123862,      0.22004441,      0.07119422,      4.84195412,      6.98972699,
      0.43260000,     22.01870514,      0.29163631,      0.22018705,      0.07144926,      4.84823376,      6.99927146,
      0.43280000,     22.03302021,      0.29203114,      0.22033020,      0.07170094,      4.85453980,      7.00874734,
      0.43300000,     22.04738528,      0.29242310,      0.22047385,      0.07194925,      4.86087198,      7.01815438,
      0.43320000,     22.06179967,      0.29281218,      0.22061800,      0.07219418,      4.86723005,      7.02749236,
      0.43340000,     22.07626272,      0.29319838,      0.22076263,      0.07243575,      4.87361376,      7.03676103,
      0.43360000,     22.09077374,      0.29358167,      0.22090774,      0.07267394,      4.88002284,      7.04596016,
      0.43380000,     22.10533206,      0.29396206,      0.22105332,      0.07290874,      4.88645705,      7.05508952,
      0.43400000,     22.11993700,      0.29433954,      0.22119937,      0.07314017,      4.89291613,      7.06414889,
      0.43420000,     22.13458789,      0.29471409,      0.22134588,      0.07336821,      4.89939981,      7.07313805,
      0.43440000,     22.14928405,      0.29508570,      0.22149284,      0.07359286,      4.90590784,      7.08205677,
      0.43460000,     22.16402481,      0.29545437,      0.22164025,      0.07381412,      4.91243996,      7.09090485,
      0.43480000,     22.17880947,      0.29582009,      0.22178809,      0.07403199,      4.91899590,      7.09968206,
      0.43500000,     22.19363738,      0.29618284,      0.22193637,      0.07424647,      4.92557540,      7.10838821,
      0.43520000,     22.20850784,      0.29654263,      0.22208508,      0.07445755,      4.93217821,      7.11702307,
      0.43540000,     22.22342018,      0.29689944,      0.22223420,      0.07466523,      4.93880405,      7.12558646,
      0.43560000,     22.23837372,      0.29725326,      0.22238374,      0.07486952,      4.94545266,      7.13407818,
      0.43580000,     22.25336778,      0.29760408,      0.22253368,      0.07507041,      4.95212378,      7.14249801,
      0.43600000,     22.26840167,      0.29795191,      0.22268402,      0.07526789,      4.95881713,      7.15084579,
      0.43620000,     22.28347472,      0.29829672,      0.22283475,      0.07546197,      4.96553246,      7.15912130,
      0.43640000,     22.29858624,      0.29863852,      0.22298586,      0.07565265,      4.97226948,      7.16732437,
      0.43660000,     22.31373556,      0.29897728,      0.22313736,      0.07583993,      4.97902795,      7.17545481,
      0.43680000,     22.32892199,      0.29931302,      0.22328922,      0.07602380,      4.98580757,      7.18351245,
      0.43700000,     22.34414485,      0.29964571,      0.22344145,      0.07620426,      4.99260809,      7.19149710,
      0.43720000,     22.35940346,      0.29997536,      0.22359403,      0.07638132,      4.99942923,      7.19940860,
      0.43740000,     22.37469714,      0.30030195,      0.22374697,      0.07655498,      5.00627072,      7.20724677,
      0.43760000,     22.39002521,      0.30062548,      0.22390025,      0.07672523,      5.01313229,      7.21501145,
      0.43780000,     22.40538699,      0.30094594,      0.22405387,      0.07689207,      5.02001366,      7.22270247,
      0.43800000,     22.42078180,      0.30126332,      0.22420782,      0.07705550,      5.02691457,      7.23031968,
      0.43820000,     22.43620896,      0.30157762,      0.22436209,      0.07721553,      5.03383472,      7.23786291,
      0.43840000,     22.45166778,      0.30188883,      0.22451668,      0.07737216,      5.04077386,      7.24533202,
      0.43860000,     22.46715759,      0.30219695,      0.22467158,      0.07752538,      5.04773170,      7.25272685,
      0.43880000,     22.48267770,      0.30250197,      0.22482678,      0.07767519,      5.05470796,      7.26004726,
      0.43900000,     22.49822743,      0.30280388,      0.22498227,      0.07782160,      5.06170238,      7.26729310,
      0.43920000,     22.51380611,      0.30310268,      0.22513806,      0.07796462,      5.06871466,      7.27446423,
      0.43940000,     22.52941305,      0.30339835,      0.22529413,      0.07810422,      5.07574453,      7.28156051,
      0.43960000,     22.54504758,      0.30369091,      0.22545048,      0.07824043,      5.08279171,      7.28858182,
      0.43980000,     22.56070902,      0.30398033,      0.22560709,      0.07837324,      5.08985591,      7.29552801,
      0.44000000,     22.57639667,      0.30426662,      0.22576397,      0.07850266,      5.09693687,      7.30239897,
      0.44020000,     22.59210987,      0.30454977,      0.22592110,      0.07862867,      5.10403428,      7.30919457,
      0.44040000,     22.60784793,      0.30482978,      0.22607848,      0.07875130,      5.11114788,      7.31591468,
      0.44060000,     22.62361017,      0.30510663,      0.22623610,      0.07887053,      5.11827737,      7.32255919,
      0.44080000,     22.63939592,      0.30538033,      0.22639396,      0.07898637,      5.12542248,      7.32912798,
      0.44100000,     22.65520450,      0.30565087,      0.22655205,      0.07909883,      5.13258291,      7.33562095,
      0.44120000,     22.67103523,      0.30591825,      0.22671035,      0.07920790,      5.13975838,      7.34203799,
      0.44140000,     22.68688743,      0.30618246,      0.22686887,      0.07931358,      5.14694861,      7.34837898,
      0.44160000,     22.70276043,      0.30644349,      0.22702760,      0.07941589,      5.15415331,      7.35464383,
      0.44180000,     22.71865355,      0.30670135,      0.22718654,      0.07951482,      5.16137219,      7.36083245,
      0.44200000,     22.73456612,      0.30695603,      0.22734566,      0.07961037,      5.16860497,      7.36694473,
      0.44220000,     22.75049746,      0.30720752,      0.22750497,      0.07970255,      5.17585135,      7.37298058,
      0.44240000,     22.76644690,      0.30745583,      0.22766447,      0.07979136,      5.18311105,      7.37893992,
      0.44260000,     22.78241377,      0.30770094,      0.22782414,      0.07987681,      5.19038377,      7.38482266,
      0.44280000,     22.79839739,      0.30794286,      0.22798397,      0.07995889,      5.19766924,      7.39062872,
      0.44300000,     22.81439709,      0.30818158,      0.22814397,      0.08003761,      5.20496715,      7.39635802,
      0.44320000,     22.83041221,      0.30841710,      0.22830412,      0.08011298,      5.21227722,      7.40201048,
      0.44340000,     22.84644206,      0.30864942,      0.22846442,      0.08018500,      5.21959915,      7.40758604,
      0.44360000,     22.86248598,      0.30887853,      0.22862486,      0.08025367,      5.22693265,      7.41308461,
      0.44380000,     22.87854330,      0.30910442,      0.22878543,      0.08031899,      5.23427744,      7.41850615,
      0.44400000,     22.89461336,      0.30932711,      0.22894613,      0.08038097,      5.24163321,      7.42385058,
      0.44420000,     22.91069548,      0.30954658,      0.22910695,      0.08043962,      5.24899968,      7.42911784,
      0.44440000,     22.92678900,      0.30976283,      0.22926789,      0.08049494,      5.25637654,      7.43430788,
      0.44460000,     22.94289325,      0.30997586,      0.22942893,      0.08054693,      5.26376351,      7.43942065,
      0.44480000,     22.95900757,      0.31018567,      0.22959008,      0.08059559,      5.27116029,      7.44445609,
      0.44500000,     22.97513128,      0.31039226,      0.22975131,      0.08064094,      5.27856658,      7.44941416,
      0.44520000,     22.99126374,      0.31059562,      0.22991264,      0.08068298,      5.28598208,      7.45429482,
      0.44540000,     23.00740426,      0.31079575,      0.23007404,      0.08072171,      5.29340651,      7.45909802,
      0.44560000,     23.02355220,      0.31099266,      0.23023552,      0.08075713,      5.30083956,      7.46382373,
      0.44580000,     23.03970689,      0.31118633,      0.23039707,      0.08078926,      5.30828094,      7.46847191,
      0.44600000,     23.05586768,      0.31137677,      0.23055868,      0.08081810,      5.31573035,      7.47304253,
      0.44620000,     23.07203390,      0.31156398,      0.23072034,      0.08084364,      5.32318749,      7.47753557,
      0.44640000,     23.08820491,      0.31174796,      0.23088205,      0.08086591,      5.33065206,      7.48195100,
      0.44660000,     23.10438004,      0.31192870,      0.23104380,      0.08088490,      5.33812377,      7.48628880,
      0.44680000,     23.12055864,      0.31210621,      0.23120559,      0.08090062,      5.34560232,      7.49054894,
      0.44700000,     23.13674006,      0.31228048,      0.23136740,      0.08091308,      5.35308740,      7.49473143,
      0.44720000,     23.15292364,      0.31245151,      0.23152924,      0.08092227,      5.36057873,      7.49883624,
      0.44740000,     23.16910874,      0.31261931,      0.23169109,      0.08092822,      5.36807600,      7.50286336,
      0.44760000,     23.18529470,      0.31278387,      0.23185295,      0.08093092,      5.37557890,      7.50681279,
      0.44780000,     23.20148088,      0.31294519,      0.23201481,      0.08093038,      5.38308715,      7.51068453,
      0.44800000,     23.21766663,      0.31310327,      0.23217667,      0.08092661,      5.39060044,      7.51447857,
      0.44820000,     23.23385131,      0.31325812,      0.23233851,      0.08091961,      5.39811847,      7.51819493,
      0.44840000,     23.25003427,      0.31340973,      0.23250034,      0.08090939,      5.40564093,      7.52183360,
      0.44860000,     23.26621486,      0.31355811,      0.23266215,      0.08089596,      5.41316754,      7.52539460,
      0.44880000,     23.28239245,      0.31370325,      0.23282392,      0.08087932,      5.42069798,      7.52887794,
      0.44900000,     23.29856639,      0.31384515,      0.23298566,      0.08085949,      5.42823196,      7.53228364,
      0.44920000,     23.31473605,      0.31398382,      0.23314736,      0.08083646,      5.43576917,      7.53561171,
      0.44940000,     23.33090078,      0.31411926,      0.23330901,      0.08081025,      5.44330931,      7.53886218,
      0.44960000,     23.34705995,      0.31425146,      0.23347060,      0.08078086,      5.45085208,      7.54203507,
      0.44980000,     23.36321292,      0.31438043,      0.23363213,      0.08074830,      5.45839718,      7.54513041,
      0.45000000,     23.37935907,      0.31450618,      0.23379359,      0.08071259,      5.46594430,      7.54814824,
      0.45020000,     23.39549775,      0.31462869,      0.23395498,      0.08067371,      5.47349315,      7.55108858,
      0.45040000,     23.41162834,      0.31474798,      0.23411628,      0.08063169,      5.48104341,      7.55395147,
      0.45060000,     23.42775021,      0.31486404,      0.23427750,      0.08058654,      5.48859480,      7.55673696,
      0.45080000,     23.44386274,      0.31497688,      0.23443863,      0.08053825,      5.49614700,      7.55944509,
      0.45100000,     23.45996529,      0.31508650,      0.23459965,      0.08048684,      5.50369972,      7.56207590,
      0.45120000,     23.47605726,      0.31519289,      0.23476057,      0.08043232,      5.51125264,      7.56462944,
      0.45140000,     23.49213800,      0.31529607,      0.23492138,      0.08037469,      5.51880548,      7.56710577,
      0.45160000,     23.50820691,      0.31539604,      0.23508207,      0.08031397,      5.52635792,      7.56950493,
      0.45180000,     23.52426337,      0.31549279,      0.23524263,      0.08025016,      5.53390967,      7.57182700,
      0.45200000,     23.54030676,      0.31558633,      0.23540307,      0.08018327,      5.54146042,      7.57407203,
      0.45220000,     23.55633647,      0.31567667,      0.23556336,      0.08011331,      5.54900988,      7.57624008,
      0.45240000,     23.57235187,      0.31576380,      0.23572352,      0.08004028,      5.55655773,      7.57833122,
      0.45260000,     23.58835237,      0.31584773,      0.23588352,      0.07996421,      5.56410368,      7.58034552,
      0.45280000,     23.60433735,      0.31592846,      0.23604337,      0.07988509,      5.57164742,      7.58228306,
