Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Source,Power_L,Power_C,Energy_L,Energy_C
  1.61300008E+00,  2.39923723E+01,  2.39947950E-01,  2.39923723E-01,  2.42262015E-05,  5.75633930E+00,  5.75875079E+00,  5.75692055E+00,  5.81244047E-04,  2.87875093E-02,  2.87816965E-01,
  1.61400008E+00,  2.39924002E+01,  2.39955564E-01,  2.39924002E-01,  3.15615020E-05,  5.75635269E+00,  5.75893353E+00,  5.75710993E+00,  7.57236189E-04,  2.87893363E-02,  2.87817635E-01,
  1.61500008E+00,  2.39924354E+01,  2.39963147E-01,  2.39924354E-01,  3.87924143E-05,  5.75636958E+00,  5.75911552E+00,  5.75730030E+00,  9.30724495E-04,  2.87911559E-02,  2.87818479E-01,
  1.61600008E+00,  2.39924778E+01,  2.39970691E-01,  2.39924778E-01,  4.59127823E-05,  5.75638990E+00,  5.75929658E+00,  5.75749147E+00,  1.10156141E-03,  2.87929662E-02,  2.87819495E-01,
  1.61700008E+00,  2.39925272E+01,  2.39978189E-01,  2.39925272E-01,  5.29166215E-05,  5.75641362E+00,  5.75947653E+00,  5.75768322E+00,  1.26960348E-03,  2.87947655E-02,  2.87820681E-01,
  1.61800008E+00,  2.39925836E+01,  2.39985634E-01,  2.39925836E-01,  5.97981228E-05,  5.75644067E+00,  5.75965521E+00,  5.75787538E+00,  1.43471146E-03,  2.87965522E-02,  2.87822033E-01,
  1.61900008E+00,  2.39926468E+01,  2.39993019E-01,  2.39926468E-01,  6.65516565E-05,  5.75647099E+00,  5.75983246E+00,  5.75806774E+00,  1.59675039E-03,  2.87983247E-02,  2.87823549E-01,
  1.62000008E+00,  2.39927166E+01,  2.40000338E-01,  2.39927166E-01,  7.31717768E-05,  5.75650452E+00,  5.76000812E+00,  5.75826011E+00,  1.75558971E-03,  2.88000812E-02,  2.87825226E-01,
  1.62100008E+00,  2.39927931E+01,  2.40007584E-01,  2.39927931E-01,  7.96532243E-05,  5.75654119E+00,  5.76018201E+00,  5.75845229E+00,  1.91110333E-03,  2.88018202E-02,  2.87827060E-01,
  1.62200008E+00,  2.39928759E+01,  2.40014750E-01,  2.39928759E-01,  8.59909302E-05,  5.75658094E+00,  5.76035400E+00,  5.75864411E+00,  2.06316972E-03,  2.88035401E-02,  2.87829047E-01,
  1.62300008E+00,  2.39929650E+01,  2.40021830E-01,  2.39929650E-01,  9.21800192E-05,  5.75662369E+00,  5.76052392E+00,  5.75883537E+00,  2.21167197E-03,  2.88052394E-02,  2.87831185E-01,
  1.62400008E+00,  2.39930602E+01,  2.40028818E-01,  2.39930602E-01,  9.82158124E-05,  5.75666938E+00,  5.76069163E+00,  5.75902588E+00,  2.35649790E-03,  2.88069167E-02,  2.87833469E-01,
  1.62500008E+00,  2.39931614E+01,  2.40035708E-01,  2.39931614E-01,  1.04093830E-04,  5.75671793E+00,  5.76085698E+00,  5.75921547E+00,  2.49754005E-03,  2.88085705E-02,  2.87835896E-01,
  1.62600008E+00,  2.39932683E+01,  2.40042493E-01,  2.39932683E-01,  1.09809793E-04,  5.75676926E+00,  5.76101984E+00,  5.75940395E+00,  2.63469583E-03,  2.88101993E-02,  2.87838463E-01,
  1.62700008E+00,  2.39933809E+01,  2.40049169E-01,  2.39933809E-01,  1.15359628E-04,  5.75682329E+00,  5.76118006E+00,  5.75959116E+00,  2.76786749E-03,  2.88118018E-02,  2.87841165E-01,
  1.62800008E+00,  2.39934990E+01,  2.40055730E-01,  2.39934990E-01,  1.20739465E-04,  5.75687995E+00,  5.76133751E+00,  5.75977691E+00,  2.89696224E-03,  2.88133766E-02,  2.87843997E-01,
  1.62900008E+00,  2.39936224E+01,  2.40062169E-01,  2.39936224E-01,  1.25945644E-04,  5.75693914E+00,  5.76149206E+00,  5.75996103E+00,  3.02189223E-03,  2.88149226E-02,  2.87846957E-01,
  1.63000008E+00,  2.39937508E+01,  2.40068483E-01,  2.39937508E-01,  1.30974713E-04,  5.75700079E+00,  5.76164359E+00,  5.76014337E+00,  3.14257463E-03,  2.88164383E-02,  2.87850040E-01,
  1.63100008E+00,  2.39938843E+01,  2.40074666E-01,  2.39938843E-01,  1.35823431E-04,  5.75706482E+00,  5.76179198E+00,  5.76032375E+00,  3.25893167E-03,  2.88179226E-02,  2.87853241E-01,
  1.63200008E+00,  2.39940224E+01,  2.40080713E-01,  2.39940224E-01,  1.40488767E-04,  5.75713112E+00,  5.76193711E+00,  5.76050201E+00,  3.37089063E-03,  2.88193744E-02,  2.87856556E-01,
  1.63300008E+00,  2.39941652E+01,  2.40086620E-01,  2.39941652E-01,  1.44967905E-04,  5.75719962E+00,  5.76207887E+00,  5.76067800E+00,  3.47838387E-03,  2.88207925E-02,  2.87859981E-01,
  1.63400008E+00,  2.39943123E+01,  2.40092381E-01,  2.39943123E-01,  1.49258242E-04,  5.75727023E+00,  5.76221715E+00,  5.76085157E+00,  3.58134888E-03,  2.88221758E-02,  2.87863511E-01,
  1.63500008E+00,  2.39944636E+01,  2.40097994E-01,  2.39944636E-01,  1.53357387E-04,  5.75734284E+00,  5.76235185E+00,  5.76102257E+00,  3.67972825E-03,  2.88235233E-02,  2.87867142E-01,
  1.63600008E+00,  2.39946189E+01,  2.40103453E-01,  2.39946189E-01,  1.57263164E-04,  5.75741738E+00,  5.76248286E+00,  5.76119085E+00,  3.77346970E-03,  2.88248340E-02,  2.87870869E-01,
  1.63700008E+00,  2.39947781E+01,  2.40108754E-01,  2.39947781E-01,  1.60973612E-04,  5.75749375E+00,  5.76261011E+00,  5.76135628E+00,  3.86252610E-03,  2.88261070E-02,  2.87874688E-01,
  1.63800008E+00,  2.39949408E+01,  2.40113895E-01,  2.39949408E-01,  1.64486982E-04,  5.75757185E+00,  5.76273349E+00,  5.76151871E+00,  3.94685540E-03,  2.88273414E-02,  2.87878593E-01,
  1.63900008E+00,  2.39951070E+01,  2.40118872E-01,  2.39951070E-01,  1.67801740E-04,  5.75765159E+00,  5.76285292E+00,  5.76167802E+00,  4.02642070E-03,  2.88285363E-02,  2.87882580E-01,
  1.64000008E+00,  2.39952764E+01,  2.40123680E-01,  2.39952764E-01,  1.70916563E-04,  5.75773288E+00,  5.76296833E+00,  5.76183407E+00,  4.10119017E-03,  2.88296909E-02,  2.87886644E-01,
  1.64100008E+00,  2.39954488E+01,  2.40128318E-01,  2.39954488E-01,  1.73830343E-04,  5.75781561E+00,  5.76307963E+00,  5.76198675E+00,  4.17113709E-03,  2.88308045E-02,  2.87890780E-01,
  1.64200008E+00,  2.39956240E+01,  2.40132782E-01,  2.39956240E-01,  1.76542181E-04,  5.75789969E+00,  5.76318676E+00,  5.76213593E+00,  4.23623979E-03,  2.88318764E-02,  2.87894985E-01,
  1.64300008E+00,  2.39958018E+01,  2.40137069E-01,  2.39958018E-01,  1.79051388E-04,  5.75798503E+00,  5.76328966E+00,  5.76228151E+00,  4.29648161E-03,  2.88329060E-02,  2.87899251E-01,
  1.64400008E+00,  2.39959820E+01,  2.40141177E-01,  2.39959820E-01,  1.81357483E-04,  5.75807152E+00,  5.76338826E+00,  5.76242337E+00,  4.35185091E-03,  2.88338925E-02,  2.87903576E-01,
  1.64500008E+00,  2.39961644E+01,  2.40145104E-01,  2.39961644E-01,  1.83460194E-04,  5.75815907E+00,  5.76348251E+00,  5.76256141E+00,  4.40234099E-03,  2.88348356E-02,  2.87907953E-01,
  1.64600008E+00,  2.39963488E+01,  2.40148848E-01,  2.39963488E-01,  1.85359452E-04,  5.75824758E+00,  5.76357235E+00,  5.76269553E+00,  4.44795007E-03,  2.88357346E-02,  2.87912379E-01,
  1.64700008E+00,  2.39965351E+01,  2.40152406E-01,  2.39965351E-01,  1.87055392E-04,  5.75833695E+00,  5.76365775E+00,  5.76282564E+00,  4.48868127E-03,  2.88365891E-02,  2.87916848E-01,
  1.64800008E+00,  2.39967229E+01,  2.40155777E-01,  2.39967229E-01,  1.88548349E-04,  5.75842709E+00,  5.76373865E+00,  5.76295164E+00,  4.52454248E-03,  2.88373987E-02,  2.87921355E-01,
  1.64900008E+00,  2.39969121E+01,  2.40158960E-01,  2.39969121E-01,  1.89838858E-04,  5.75851790E+00,  5.76381504E+00,  5.76307345E+00,  4.55554638E-03,  2.88381630E-02,  2.87925895E-01,
  1.65000008E+00,  2.39971025E+01,  2.40161953E-01,  2.39971025E-01,  1.90927649E-04,  5.75860928E+00,  5.76388686E+00,  5.76319099E+00,  4.58171036E-03,  2.88388818E-02,  2.87930464E-01,
  1.65100008E+00,  2.39972939E+01,  2.40164755E-01,  2.39972939E-01,  1.91815646E-04,  5.75870114E+00,  5.76395411E+00,  5.76330420E+00,  4.60305642E-03,  2.88395547E-02,  2.87935057E-01,
  1.65200008E+00,  2.39974861E+01,  2.40167365E-01,  2.39974861E-01,  1.92503963E-04,  5.75879337E+00,  5.76401675E+00,  5.76341299E+00,  4.61961118E-03,  2.88401815E-02,  2.87939669E-01,
  1.65300008E+00,  2.39976788E+01,  2.40169782E-01,  2.39976788E-01,  1.92993903E-04,  5.75888589E+00,  5.76407477E+00,  5.76351730E+00,  4.63140571E-03,  2.88407621E-02,  2.87944295E-01,
  1.65400008E+00,  2.39978720E+01,  2.40172007E-01,  2.39978720E-01,  1.93286952E-04,  5.75897860E+00,  5.76412816E+00,  5.76361708E+00,  4.63847554E-03,  2.88412964E-02,  2.87948930E-01,
  1.65500008E+00,  2.39980653E+01,  2.40174038E-01,  2.39980653E-01,  1.93384778E-04,  5.75907140E+00,  5.76417692E+00,  5.76371226E+00,  4.64086053E-03,  2.88417843E-02,  2.87953570E-01,
  1.65600008E+00,  2.39982587E+01,  2.40175876E-01,  2.39982587E-01,  1.93289225E-04,  5.75916420E+00,  5.76422103E+00,  5.76380281E+00,  4.63860482E-03,  2.88422257E-02,  2.87958210E-01,
  1.65700008E+00,  2.39984519E+01,  2.40177521E-01,  2.39984519E-01,  1.93002312E-04,  5.75925691E+00,  5.76426050E+00,  5.76388867E+00,  4.63175670E-03,  2.88426208E-02,  2.87962846E-01,
  1.65800008E+00,  2.39986446E+01,  2.40178973E-01,  2.39986446E-01,  1.92526230E-04,  5.75934944E+00,  5.76429534E+00,  5.76396981E+00,  4.62036858E-03,  2.88429694E-02,  2.87967472E-01,
  1.65900008E+00,  2.39988368E+01,  2.40180232E-01,  2.39988368E-01,  1.91863334E-04,  5.75944170E+00,  5.76432556E+00,  5.76404620E+00,  4.60449685E-03,  2.88432719E-02,  2.87972085E-01,
  1.66000008E+00,  2.39990283E+01,  2.40181299E-01,  2.39990283E-01,  1.91016142E-04,  5.75953359E+00,  5.76435118E+00,  5.76411780E+00,  4.58420180E-03,  2.88435282E-02,  2.87976680E-01,
  1.66100008E+00,  2.39992188E+01,  2.40182176E-01,  2.39992188E-01,  1.89987331E-04,  5.75962504E+00,  5.76437221E+00,  5.76418459E+00,  4.55954753E-03,  2.88437387E-02,  2.87981252E-01,
  1.66200008E+00,  2.39994082E+01,  2.40182862E-01,  2.39994082E-01,  1.88779731E-04,  5.75971595E+00,  5.76438869E+00,  5.76424655E+00,  4.53060183E-03,  2.88439036E-02,  2.87985797E-01,
  1.66300008E+00,  2.39995963E+01,  2.40183360E-01,  2.39995963E-01,  1.87396323E-04,  5.75980624E+00,  5.76440063E+00,  5.76430367E+00,  4.49743609E-03,  2.88440231E-02,  2.87990312E-01,
  1.66400008E+00,  2.39997830E+01,  2.40183670E-01,  2.39997830E-01,  1.85840231E-04,  5.75989582E+00,  5.76440807E+00,  5.76435594E+00,  4.46012521E-03,  2.88440976E-02,  2.87994791E-01,
  1.66500008E+00,  2.39999679E+01,  2.40183794E-01,  2.39999679E-01,  1.84114722E-04,  5.75998461E+00,  5.76441106E+00,  5.76440336E+00,  4.41874743E-03,  2.88441275E-02,  2.87999231E-01,
  1.66600008E+00,  2.40001511E+01,  2.40183735E-01,  2.40001511E-01,  1.82223198E-04,  5.76007254E+00,  5.76440963E+00,  5.76444593E+00,  4.37338430E-03,  2.88441132E-02,  2.88003627E-01,
  1.66700008E+00,  2.40003323E+01,  2.40183493E-01,  2.40003323E-01,  1.80169192E-04,  5.76015953E+00,  5.76440382E+00,  5.76448365E+00,  4.32412050E-03,  2.88440551E-02,  2.88007976E-01,
  1.66800008E+00,  2.40005114E+01,  2.40183071E-01,  2.40005114E-01,  1.77956364E-04,  5.76024548E+00,  5.76439369E+00,  5.76451653E+00,  4.27104376E-03,  2.88439537E-02,  2.88012274E-01,
  1.66900008E+00,  2.40006882E+01,  2.40182471E-01,  2.40006882E-01,  1.75588495E-04,  5.76033034E+00,  5.76437929E+00,  5.76454459E+00,  4.21424473E-03,  2.88438096E-02,  2.88016517E-01,
  1.67000008E+00,  2.40008625E+01,  2.40181695E-01,  2.40008625E-01,  1.73069483E-04,  5.76041403E+00,  5.76436068E+00,  5.76456785E+00,  4.15381687E-03,  2.88436233E-02,  2.88020702E-01,
  1.67100008E+00,  2.40010343E+01,  2.40180746E-01,  2.40010343E-01,  1.70403336E-04,  5.76049647E+00,  5.76433791E+00,  5.76458633E+00,  4.08985631E-03,  2.88433955E-02,  2.88024824E-01,
  1.67200008E+00,  2.40012033E+01,  2.40179627E-01,  2.40012033E-01,  1.67594171E-04,  5.76057760E+00,  5.76431106E+00,  5.76460007E+00,  4.02246177E-03,  2.88431267E-02,  2.88028880E-01,
  1.67300008E+00,  2.40013694E+01,  2.40178341E-01,  2.40013694E-01,  1.64646204E-04,  5.76065735E+00,  5.76428018E+00,  5.76460909E+00,  3.95173438E-03,  2.88428177E-02,  2.88032868E-01,
  1.67400008E+00,  2.40015326E+01,  2.40176889E-01,  2.40015326E-01,  1.61563749E-04,  5.76073565E+00,  5.76424535E+00,  5.76461343E+00,  3.87777759E-03,  2.88424691E-02,  2.88036783E-01,
  1.67500008E+00,  2.40016925E+01,  2.40175277E-01,  2.40016925E-01,  1.58351210E-04,  5.76081245E+00,  5.76420664E+00,  5.76461314E+00,  3.80069706E-03,  2.88420817E-02,  2.88040622E-01,
  1.67600008E+00,  2.40018492E+01,  2.40173505E-01,  2.40018492E-01,  1.55013077E-04,  5.76088766E+00,  5.76416413E+00,  5.76460827E+00,  3.72060050E-03,  2.88416563E-02,  2.88044383E-01,
  1.67700008E+00,  2.40020025E+01,  2.40171579E-01,  2.40020025E-01,  1.51553919E-04,  5.76096125E+00,  5.76411790E+00,  5.76459885E+00,  3.63759756E-03,  2.88411937E-02,  2.88048063E-01,
  1.67800008E+00,  2.40021523E+01,  2.40169501E-01,  2.40021523E-01,  1.47978384E-04,  5.76103315E+00,  5.76406803E+00,  5.76458495E+00,  3.55179971E-03,  2.88406947E-02,  2.88051658E-01,
  1.67900008E+00,  2.40022985E+01,  2.40167276E-01,  2.40022985E-01,  1.44291187E-04,  5.76110331E+00,  5.76401462E+00,  5.76456663E+00,  3.46332013E-03,  2.88401602E-02,  2.88055166E-01,
  1.68000008E+00,  2.40024409E+01,  2.40164906E-01,  2.40024409E-01,  1.40497108E-04,  5.76117167E+00,  5.76395774E+00,  5.76454395E+00,  3.37227353E-03,  2.88395910E-02,  2.88058584E-01,
  1.68100008E+00,  2.40025794E+01,  2.40162395E-01,  2.40025794E-01,  1.36600989E-04,  5.76123819E+00,  5.76389748E+00,  5.76451696E+00,  3.27877609E-03,  2.88389880E-02,  2.88061909E-01,
  1.68200008E+00,  2.40027140E+01,  2.40159748E-01,  2.40027140E-01,  1.32607726E-04,  5.76130281E+00,  5.76383395E+00,  5.76448576E+00,  3.18294531E-03,  2.88383523E-02,  2.88065140E-01,
  1.68300008E+00,  2.40028446E+01,  2.40156968E-01,  2.40028446E-01,  1.28522262E-04,  5.76136549E+00,  5.76376724E+00,  5.76445039E+00,  3.08489989E-03,  2.88376847E-02,  2.88068275E-01,
  1.68400008E+00,  2.40029711E+01,  2.40154060E-01,  2.40029711E-01,  1.24349590E-04,  5.76142619E+00,  5.76369744E+00,  5.76441095E+00,  2.98475960E-03,  2.88369863E-02,  2.88071310E-01,
  1.68500008E+00,  2.40030933E+01,  2.40151028E-01,  2.40030933E-01,  1.20094738E-04,  5.76148487E+00,  5.76362466E+00,  5.76436752E+00,  2.88264519E-03,  2.88362580E-02,  2.88074244E-01,
  1.68600008E+00,  2.40032112E+01,  2.40147875E-01,  2.40032112E-01,  1.15762771E-04,  5.76154149E+00,  5.76354900E+00,  5.76432017E+00,  2.77867824E-03,  2.88355009E-02,  2.88077074E-01,
  1.68700008E+00,  2.40033248E+01,  2.40144607E-01,  2.40033248E-01,  1.11358768E-04,  5.76159601E+00,  5.76347056E+00,  5.76426899E+00,  2.67298067E-03,  2.88347161E-02,  2.88079800E-01,
  1.68800008E+00,  2.40034339E+01,  2.40141227E-01,  2.40034339E-01,  1.06887812E-04,  5.76164840E+00,  5.76338945E+00,  5.76421407E+00,  2.56567454E-03,  2.88339045E-02,  2.88082420E-01,
  1.68900008E+00,  2.40035386E+01,  2.40137741E-01,  2.40035386E-01,  1.02355007E-04,  5.76169863E+00,  5.76330577E+00,  5.76415551E+00,  2.45688237E-03,  2.88330672E-02,  2.88084932E-01,
  1.69000008E+00,  2.40036386E+01,  2.40134152E-01,  2.40036386E-01,  9.77654701E-05,  5.76174667E+00,  5.76321964E+00,  5.76409340E+00,  2.34672701E-03,  2.88322054E-02,  2.88087334E-01,
  1.69100008E+00,  2.40037341E+01,  2.40130465E-01,  2.40037341E-01,  9.31243247E-05,  5.76179250E+00,  5.76313116E+00,  5.76402783E+00,  2.23533153E-03,  2.88313202E-02,  2.88089625E-01,
  1.69200008E+00,  2.40038249E+01,  2.40126685E-01,  2.40038249E-01,  8.84366980E-05,  5.76183609E+00,  5.76304045E+00,  5.76395891E+00,  2.12281901E-03,  2.88304125E-02,  2.88091804E-01,
  1.69300008E+00,  2.40039110E+01,  2.40122817E-01,  2.40039110E-01,  8.37077137E-05,  5.76187741E+00,  5.76294762E+00,  5.76388673E+00,  2.00931251E-03,  2.88294837E-02,  2.88093871E-01,
  1.69400008E+00,  2.40039923E+01,  2.40118865E-01,  2.40039923E-01,  7.89424867E-05,  5.76191646E+00,  5.76285277E+00,  5.76381140E+00,  1.89493484E-03,  2.88285348E-02,  2.88095823E-01,
  1.69500008E+00,  2.40040688E+01,  2.40114835E-01,  2.40040688E-01,  7.41461180E-05,  5.76195321E+00,  5.76275603E+00,  5.76373302E+00,  1.77980852E-03,  2.88275669E-02,  2.88097661E-01,
  1.69600008E+00,  2.40041406E+01,  2.40110730E-01,  2.40041406E-01,  6.93236896E-05,  5.76198766E+00,  5.76265751E+00,  5.76365171E+00,  1.66405559E-03,  2.88265812E-02,  2.88099383E-01,
  1.69700008E+00,  2.40042075E+01,  2.40106555E-01,  2.40042075E-01,  6.44802593E-05,  5.76201978E+00,  5.76255733E+00,  5.76356757E+00,  1.54779752E-03,  2.88255789E-02,  2.88100989E-01,
  1.69800008E+00,  2.40042696E+01,  2.40102316E-01,  2.40042696E-01,  5.96208558E-05,  5.76204957E+00,  5.76245559E+00,  5.76348072E+00,  1.43115509E-03,  2.88245612E-02,  2.88102478E-01,
  1.69900008E+00,  2.40043267E+01,  2.40098018E-01,  2.40043267E-01,  5.47504737E-05,  5.76207703E+00,  5.76235243E+00,  5.76339127E+00,  1.31424826E-03,  2.88235291E-02,  2.88103851E-01,
  1.70000008E+00,  2.40043791E+01,  2.40093665E-01,  2.40043791E-01,  4.98740694E-05,  5.76210214E+00,  5.76224795E+00,  5.76329934E+00,  1.19719607E-03,  2.88224839E-02,  2.88105107E-01,
  1.70100008E+00,  2.40044265E+01,  2.40089262E-01,  2.40044265E-01,  4.49965555E-05,  5.76212492E+00,  5.76214228E+00,  5.76320503E+00,  1.08011651E-03,  2.88214268E-02,  2.88106246E-01,
  1.70200008E+00,  2.40044691E+01,  2.40084813E-01,  2.40044691E-01,  4.01227972E-05,  5.76214535E+00,  5.76203552E+00,  5.76310848E+00,  9.63126444E-04,  2.88203588E-02,  2.88107267E-01,
  1.70300008E+00,  2.40045068E+01,  2.40080325E-01,  2.40045068E-01,  3.52576073E-05,  5.76216344E+00,  5.76192780E+00,  5.76300979E+00,  8.46341472E-04,  2.88192813E-02,  2.88108172E-01,
  1.70400008E+00,  2.40045396E+01,  2.40075802E-01,  2.40045396E-01,  3.04057421E-05,  5.76217921E+00,  5.76181924E+00,  5.76290908E+00,  7.29875841E-04,  2.88181953E-02,  2.88108960E-01,
  1.70500008E+00,  2.40045676E+01,  2.40071248E-01,  2.40045676E-01,  2.55718975E-05,  5.76219264E+00,  5.76170994E+00,  5.76280649E+00,  6.13842341E-04,  2.88171020E-02,  2.88109632E-01,
  1.70600008E+00,  2.40045907E+01,  2.40066668E-01,  2.40045907E-01,  2.07607043E-05,  5.76220377E+00,  5.76160003E+00,  5.76270212E+00,  4.98352209E-04,  2.88160026E-02,  2.88110188E-01,
  1.70700008E+00,  2.40046091E+01,  2.40062068E-01,  2.40046091E-01,  1.59767247E-05,  5.76221258E+00,  5.76148963E+00,  5.76259610E+00,  3.83515030E-04,  2.88148982E-02,  2.88110629E-01,
  1.70800008E+00,  2.40046227E+01,  2.40057451E-01,  2.40046227E-01,  1.12244483E-05,  5.76221911E+00,  5.76137884E+00,  5.76248855E+00,  2.69438647E-04,  2.88137900E-02,  2.88110956E-01,
  1.70900008E+00,  2.40046316E+01,  2.40052824E-01,  2.40046316E-01,  6.50828861E-06,  5.76222337E+00,  5.76126777E+00,  5.76237960E+00,  1.56229070E-04,  2.88126791E-02,  2.88111168E-01,
  1.71000008E+00,  2.40046357E+01,  2.40048190E-01,  2.40046357E-01,  1.83257888E-06,  5.76222537E+00,  5.76115656E+00,  5.76226936E+00,  4.39903884E-05,  2.88115667E-02,  2.88111268E-01,
  1.71100008E+00,  2.40046352E+01,  2.40043554E-01,  2.40046352E-01, -2.79843093E-06,  5.76222513E+00,  5.76104530E+00,  5.76215796E+00, -6.71753138E-05,  2.88104539E-02,  2.88111257E-01,
  1.71200008E+00,  2.40046302E+01,  2.40038921E-01,  2.40046302E-01, -7.38057772E-06,  5.76222269E+00,  5.76093410E+00,  5.76204552E+00, -1.77168039E-04,  2.88093418E-02,  2.88111134E-01,
  1.71300008E+00,  2.40046205E+01,  2.40034295E-01,  2.40046205E-01, -1.19097885E-05,  5.76221806E+00,  5.76082309E+00,  5.76193217E+00, -2.85889953E-04,  2.88082314E-02,  2.88110903E-01,
  1.71400008E+00,  2.40046064E+01,  2.40029681E-01,  2.40046064E-01, -1.63820835E-05,  5.76221126E+00,  5.76071235E+00,  5.76181802E+00, -3.93245466E-04,  2.88071240E-02,  2.88110563E-01,
  1.71500008E+00,  2.40045878E+01,  2.40025084E-01,  2.40045878E-01, -2.07935793E-05,  5.76220234E+00,  5.76060202E+00,  5.76170319E+00, -4.99141300E-04,  2.88060205E-02,  2.88110117E-01,
  1.71600008E+00,  2.40045648E+01,  2.40020507E-01,  2.40045648E-01, -2.51404917E-05,  5.76219131E+00,  5.76049218E+00,  5.76158782E+00, -6.03486561E-04,  2.88049220E-02,  2.88109565E-01,
  1.71700008E+00,  2.40045375E+01,  2.40015956E-01,  2.40045375E-01, -2.94191381E-05,  5.76217821E+00,  5.76038294E+00,  5.76147201E+00, -7.06192805E-04,  2.88038295E-02,  2.88108910E-01,
  1.71800008E+00,  2.40045060E+01,  2.40011434E-01,  2.40045060E-01, -3.36259410E-05,  5.76216307E+00,  5.76027441E+00,  5.76135590E+00, -8.07174102E-04,  2.88027442E-02,  2.88108153E-01,
  1.71900008E+00,  2.40044703E+01,  2.40006945E-01,  2.40044703E-01, -3.77574296E-05,  5.76214593E+00,  5.76016669E+00,  5.76123958E+00, -9.06347097E-04,  2.88016669E-02,  2.88107297E-01,
  1.72000008E+00,  2.40044305E+01,  2.40002495E-01,  2.40044305E-01, -4.18102428E-05,  5.76212683E+00,  5.76005987E+00,  5.76112320E+00, -1.00363107E-03,  2.88005987E-02,  2.88106341E-01,
  1.72100008E+00,  2.40043867E+01,  2.39998086E-01,  2.40043867E-01, -4.57811311E-05,  5.76210580E+00,  5.75995406E+00,  5.76100685E+00, -1.09894797E-03,  2.87995406E-02,  2.88105290E-01,
  1.72200008E+00,  2.40043389E+01,  2.39993723E-01,  2.40043389E-01, -4.96669589E-05,  5.76208288E+00,  5.75984934E+00,  5.76089066E+00, -1.19222252E-03,  2.87984934E-02,  2.88104144E-01,
  1.72300008E+00,  2.40042874E+01,  2.39989409E-01,  2.40042874E-01, -5.34647065E-05,  5.76205812E+00,  5.75974582E+00,  5.76077474E+00, -1.28338218E-03,  2.87974582E-02,  2.88102906E-01,
  1.72400008E+00,  2.40042321E+01,  2.39985149E-01,  2.40042321E-01, -5.71714718E-05,  5.76203156E+00,  5.75964358E+00,  5.76065921E+00, -1.37235728E-03,  2.87964359E-02,  2.88101578E-01,
  1.72500008E+00,  2.40041731E+01,  2.39980946E-01,  2.40041731E-01, -6.07844721E-05,  5.76200325E+00,  5.75954271E+00,  5.76054416E+00, -1.45908099E-03,  2.87954273E-02,  2.88100162E-01,
  1.72600008E+00,  2.40041105E+01,  2.39976804E-01,  2.40041105E-01, -6.43010458E-05,  5.76197322E+00,  5.75944330E+00,  5.76042973E+00, -1.54348941E-03,  2.87944333E-02,  2.88098661E-01,
  1.72700008E+00,  2.40040445E+01,  2.39972726E-01,  2.40040445E-01, -6.77186535E-05,  5.76194152E+00,  5.75934543E+00,  5.76031600E+00, -1.62552157E-03,  2.87934547E-02,  2.88097076E-01,
  1.72800008E+00,  2.40039751E+01,  2.39968716E-01,  2.40039751E-01, -7.10348797E-05,  5.76190821E+00,  5.75924919E+00,  5.76020309E+00, -1.70511948E-03,  2.87924924E-02,  2.88095411E-01,
  1.72900008E+00,  2.40039025E+01,  2.39964777E-01,  2.40039025E-01, -7.42474338E-05,  5.76187333E+00,  5.75915465E+00,  5.76009110E+00, -1.78222816E-03,  2.87915471E-02,  2.88093667E-01,
  1.73000008E+00,  2.40038267E+01,  2.39960912E-01,  2.40038267E-01, -7.73541511E-05,  5.76183694E+00,  5.75906190E+00,  5.75998014E+00, -1.85679563E-03,  2.87906197E-02,  2.88091847E-01,
  1.73100008E+00,  2.40037478E+01,  2.39957125E-01,  2.40037478E-01, -8.03529937E-05,  5.76179908E+00,  5.75897100E+00,  5.75987031E+00, -1.92877300E-03,  2.87897109E-02,  2.88089954E-01,
  1.73200008E+00,  2.40036660E+01,  2.39953418E-01,  2.40036660E-01, -8.32420514E-05,  5.76175981E+00,  5.75888203E+00,  5.75976169E+00, -1.99811440E-03,  2.87888213E-02,  2.88087990E-01,
  1.73300008E+00,  2.40035813E+01,  2.39949794E-01,  2.40035813E-01, -8.60195421E-05,  5.76171917E+00,  5.75879505E+00,  5.75965439E+00, -2.06477708E-03,  2.87879518E-02,  2.88085959E-01,
  1.73400008E+00,  2.40034940E+01,  2.39946256E-01,  2.40034940E-01, -8.86838126E-05,  5.76167723E+00,  5.75871014E+00,  5.75954851E+00, -2.12872136E-03,  2.87871029E-02,  2.88083862E-01,
  1.73500008E+00,  2.40034040E+01,  2.39942807E-01,  2.40034040E-01, -9.12333386E-05,  5.76163404E+00,  5.75862736E+00,  5.75944413E+00, -2.18991069E-03,  2.87862753E-02,  2.88081702E-01,
  1.73600008E+00,  2.40033116E+01,  2.39939449E-01,  2.40033116E-01, -9.36667253E-05,  5.76158965E+00,  5.75854677E+00,  5.75934134E+00, -2.24831159E-03,  2.87854695E-02,  2.88079483E-01,
  1.73700008E+00,  2.40032167E+01,  2.39936184E-01,  2.40032167E-01, -9.59827073E-05,  5.76154413E+00,  5.75846843E+00,  5.75924023E+00, -2.30389372E-03,  2.87846863E-02,  2.88077206E-01,
