        2-nd order single ODE 
     Method: Runge-Kutta 4th order
    t       x(t)        v(t)        energy
   6.24000  -2.75670   5.88648  21.12500
   6.25000  -2.69770   5.91375  21.12500
   6.26000  -2.63843   5.94043  21.12500
   6.27000  -2.57889   5.96652  21.12500
   6.28000  -2.51910   5.99201  21.12500
   6.29000  -2.45905   6.01690  21.12500
   6.30000  -2.39876   6.04119  21.12500
   6.31000  -2.33823   6.06487  21.12500
   6.32000  -2.27747   6.08795  21.12500
   6.33000  -2.21648   6.11042  21.12500
   6.34000  -2.15526   6.13228  21.12500
   6.35000  -2.09383   6.15352  21.12500
   6.36000  -2.03219   6.17415  21.12500
   6.37000  -1.97035   6.19417  21.12500
   6.38000  -1.90831   6.21356  21.12500
   6.39000  -1.84608   6.23233  21.12500
   6.40000  -1.78367   6.25048  21.12500
   6.41000  -1.72108   6.26801  21.12500
   6.42000  -1.65831   6.28490  21.12500
   6.43000  -1.59538   6.30117  21.12500
   6.44000  -1.53229   6.31681  21.12500
   6.45000  -1.46904   6.33182  21.12500
   6.46000  -1.40565   6.34619  21.12500
   6.47000  -1.34212   6.35993  21.12500
   6.48000  -1.27846   6.37303  21.12500
   6.49000  -1.21466   6.38550  21.12500
   6.50000  -1.15075   6.39733  21.12500
   6.51000  -1.08672   6.40851  21.12500
   6.52000  -1.02258   6.41906  21.12500
   6.53000  -0.95834   6.42896  21.12500
   6.54000  -0.89400   6.43823  21.12500
   6.55000  -0.82958   6.44684  21.12500
   6.56000  -0.76507   6.45482  21.12500
   6.57000  -0.70048   6.46215  21.12500
   6.58000  -0.63583   6.46883  21.12500
   6.59000  -0.57111   6.47486  21.12500
   6.60000  -0.50633   6.48025  21.12500
   6.61000  -0.44151   6.48499  21.12500
   6.62000  -0.37664   6.48908  21.12500
   6.63000  -0.31173   6.49252  21.12500
   6.64000  -0.24679   6.49531  21.12500
   6.65000  -0.18182   6.49746  21.12500
   6.66000  -0.11684   6.49895  21.12500
   6.67000  -0.05185   6.49979  21.12500
   6.68000   0.01315   6.49999  21.12500
   6.69000   0.07815   6.49953  21.12500
   6.70000   0.14314   6.49842  21.12500
   6.71000   0.20812   6.49667  21.12500
   6.72000   0.27307   6.49426  21.12500
   6.73000   0.33800   6.49121  21.12500
   6.74000   0.40289   6.48750  21.12500
   6.75000   0.46775   6.48315  21.12500
   6.76000   0.53255   6.47815  21.12500
   6.77000   0.59731   6.47250  21.12500
   6.78000   0.66200   6.46620  21.12500
   6.79000   0.72663   6.45926  21.12500
   6.80000   0.79119   6.45167  21.12500
   6.81000   0.85566   6.44343  21.12500
   6.82000   0.92005   6.43456  21.12500
   6.83000   0.98435   6.42503  21.12500
   6.84000   1.04855   6.41487  21.12500
   6.85000   1.11265   6.40406  21.12500
   6.86000   1.17663   6.39262  21.12500
   6.87000   1.24050   6.38053  21.12500
   6.88000   1.30424   6.36781  21.12500
   6.89000   1.36785   6.35445  21.12500
   6.90000   1.43132   6.34045  21.12500
   6.91000   1.49466   6.32582  21.12500
   6.92000   1.55784   6.31056  21.12500
   6.93000   1.62087   6.29466  21.12500
   6.94000   1.68373   6.27814  21.12500
   6.95000   1.74643   6.26099  21.12500
   6.96000   1.80895   6.24321  21.12500
   6.97000   1.87129   6.22481  21.12500
   6.98000   1.93344   6.20579  21.12500
   6.99000   1.99540   6.18614  21.12500
   7.00000   2.05716   6.16588  21.12500
   7.01000   2.11872   6.14500  21.12500
   7.02000   2.18006   6.12351  21.12500
   7.03000   2.24119   6.10140  21.12500
   7.04000   2.30209   6.07868  21.12500
   7.05000   2.36276   6.05536  21.12500
   7.06000   2.42319   6.03143  21.12500
   7.07000   2.48338   6.00690  21.12500
   7.08000   2.54333   5.98176  21.12500
   7.09000   2.60302   5.95603  21.12500
   7.10000   2.66245   5.92970  21.12500
   7.11000   2.72161   5.90278  21.12500
   7.12000   2.78050   5.87527  21.12500
   7.13000   2.83911   5.84717  21.12500
   7.14000   2.89744   5.81849  21.12500
   7.15000   2.95548   5.78923  21.12500
   7.16000   3.01322   5.75938  21.12500
   7.17000   3.07067   5.72896  21.12500
   7.18000   3.12780   5.69797  21.12500
   7.19000   3.18462   5.66641  21.12500
   7.20000   3.24113   5.63428  21.12500
   7.21000   3.29731   5.60159  21.12500
   7.22000   3.35316   5.56833  21.12500
   7.23000   3.40867   5.53452  21.12500
   7.24000   3.46385   5.50016  21.12500
   7.25000   3.51867   5.46525  21.12500
   7.26000   3.57315   5.42979  21.12500
   7.27000   3.62727   5.39379  21.12500
   7.28000   3.68102   5.35724  21.12500
   7.29000   3.73441   5.32017  21.12500
   7.30000   3.78743   5.28256  21.12500
   7.31000   3.84006   5.24442  21.12500
   7.32000   3.89231   5.20576  21.12500
   7.33000   3.94417   5.16657  21.12500
   7.34000   3.99564   5.12688  21.12500
   7.35000   4.04671   5.08666  21.12500
   7.36000   4.09737   5.04594  21.12500
   7.37000   4.14763   5.00472  21.12500
   7.38000   4.19747   4.96299  21.12500
   7.39000   4.24688   4.92077  21.12500
   7.40000   4.29588   4.87805  21.12500
   7.41000   4.34444   4.83485  21.12500
   7.42000   4.39257   4.79117  21.12500
   7.43000   4.44027   4.74700  21.12500
   7.44000   4.48751   4.70236  21.12500
   7.45000   4.53431   4.65725  21.12500
   7.46000   4.58066   4.61168  21.12500
   7.47000   4.62654   4.56564  21.12500
   7.48000   4.67197   4.51915  21.12500
   7.49000   4.71693   4.47220  21.12500
   7.50000   4.76141   4.42481  21.12500
   7.51000   4.80542   4.37698  21.12500
   7.52000   4.84895   4.32871  21.12500
   7.53000   4.89199   4.28000  21.12500
   7.54000   4.93455   4.23087  21.12500
   7.55000   4.97661   4.18131  21.12500
   7.56000   5.01817   4.13134  21.12500
   7.57000   5.05923   4.08095  21.12500
   7.58000   5.09979   4.03015  21.12500
   7.59000   5.13984   3.97896  21.12500
   7.60000   5.17937   3.92736  21.12500
   7.61000   5.21838   3.87537  21.12500
   7.62000   5.25687   3.82299  21.12500
   7.63000   5.29484   3.77023  21.12500
   7.64000   5.33228   3.71710  21.12500
   7.65000   5.36918   3.66359  21.12500
   7.66000   5.40555   3.60972  21.12500
   7.67000   5.44137   3.55548  21.12500
   7.68000   5.47666   3.50089  21.12500
   7.69000   5.51139   3.44595  21.12500
   7.70000   5.54557   3.39066  21.12500
   7.71000   5.57920   3.33504  21.12500
   7.72000   5.61227   3.27908  21.12500
   7.73000   5.64478   3.22280  21.12500
   7.74000   5.67673   3.16619  21.12500
   7.75000   5.70811   3.10926  21.12500
   7.76000   5.73891   3.05203  21.12500
   7.77000   5.76915   2.99449  21.12500
   7.78000   5.79880   2.93665  21.12500
   7.79000   5.82788   2.87851  21.12500
   7.80000   5.85637   2.82009  21.12500
   7.81000   5.88428   2.76139  21.12500
   7.82000   5.91160   2.70241  21.12500
   7.83000   5.93833   2.64316  21.12500
   7.84000   5.96446   2.58364  21.12500
   7.85000   5.99000   2.52387  21.12500
   7.86000   6.01494   2.46385  21.12500
   7.87000   6.03927   2.40357  21.12500
   7.88000   6.06301   2.34306  21.12500
   7.89000   6.08613   2.28232  21.12500
   7.90000   6.10865   2.22134  21.12500
   7.91000   6.13056   2.16015  21.12500
   7.92000   6.15186   2.09873  21.12500
   7.93000   6.17253   2.03711  21.12500
   7.94000   6.19260   1.97528  21.12500
   7.95000   6.21204   1.91326  21.12500
   7.96000   6.23086   1.85105  21.12500
   7.97000   6.24906   1.78865  21.12500
   7.98000   6.26663   1.72607  21.12500
   7.99000   6.28358   1.66331  21.12500
   8.00000   6.29990   1.60040  21.12500
   8.01000   6.31559   1.53732  21.12500
   8.02000   6.33065   1.47409  21.12500
   8.03000   6.34507   1.41071  21.12500
   8.04000   6.35886   1.34719  21.12500
   8.05000   6.37201   1.28353  21.12500
   8.06000   6.38453   1.21975  21.12500
   8.07000   6.39641   1.15584  21.12500
   8.08000   6.40765   1.09182  21.12500
   8.09000   6.41824   1.02769  21.12500
   8.10000   6.42820   0.96346  21.12500
   8.11000   6.43751   0.89913  21.12500
   8.12000   6.44618   0.83471  21.12500
   8.13000   6.45421   0.77021  21.12500
   8.14000   6.46159   0.70563  21.12500
   8.15000   6.46832   0.64098  21.12500
   8.16000   6.47440   0.57627  21.12500
   8.17000   6.47984   0.51149  21.12500
   8.18000   6.48463   0.44667  21.12500
   8.19000   6.48878   0.38180  21.12500
   8.20000   6.49227   0.31690  21.12500
   8.21000   6.49511   0.25196  21.12500
   8.22000   6.49731   0.18700  21.12500
   8.23000   6.49885   0.12202  21.12500
   8.24000   6.49975   0.05702  21.12500
   8.25000   6.50000  -0.00798  21.12500
   8.26000   6.49959  -0.07297  21.12500
   8.27000   6.49854  -0.13797  21.12500
   8.28000   6.49683  -0.20294  21.12500
   8.29000   6.49448  -0.26790  21.12500
   8.30000   6.49147  -0.33283  21.12500
   8.31000   6.48782  -0.39773  21.12500
   8.32000   6.48352  -0.46258  21.12500
   8.33000   6.47857  -0.52740  21.12500
   8.34000   6.47297  -0.59215  21.12500
   8.35000   6.46673  -0.65685  21.12500
   8.36000   6.45983  -0.72149  21.12500
   8.37000   6.45230  -0.78605  21.12500
   8.38000   6.44411  -0.85053  21.12500
   8.39000   6.43529  -0.91493  21.12500
   8.40000   6.42582  -0.97923  21.12500
   8.41000   6.41570  -1.04344  21.12500
   8.42000   6.40495  -1.10755  21.12500
   8.43000   6.39355  -1.17154  21.12500
   8.44000   6.38152  -1.23541  21.12500
   8.45000   6.36884  -1.29917  21.12500
   8.46000   6.35553  -1.36279  21.12500
   8.47000   6.34159  -1.42628  21.12500
   8.48000   6.32701  -1.48962  21.12500
   8.49000   6.31180  -1.55281  21.12500
   8.50000   6.29595  -1.61585  21.12500
   8.51000   6.27948  -1.67873  21.12500
   8.52000   6.26238  -1.74144  21.12500
   8.53000   6.24465  -1.80398  21.12500
   8.54000   6.22630  -1.86633  21.12500
   8.55000   6.20733  -1.92850  21.12500
   8.56000   6.18773  -1.99048  21.12500
   8.57000   6.16752  -2.05225  21.12500
   8.58000   6.14669  -2.11382  21.12500
   8.59000   6.12524  -2.17518  21.12500
   8.60000   6.10318  -2.23633  21.12500
   8.61000   6.08052  -2.29725  21.12500
   8.62000   6.05724  -2.35793  21.12500
   8.63000   6.03336  -2.41839  21.12500
   8.64000   6.00887  -2.47860  21.12500
   8.65000   5.98379  -2.53856  21.12500
   8.66000   5.95810  -2.59827  21.12500
   8.67000   5.93182  -2.65772  21.12500
   8.68000   5.90495  -2.71691  21.12500
   8.69000   5.87748  -2.77582  21.12500
   8.70000   5.84943  -2.83446  21.12500
   8.71000   5.82080  -2.89281  21.12500
   8.72000   5.79158  -2.95087  21.12500
   8.73000   5.76178  -3.00864  21.12500
   8.74000   5.73141  -3.06610  21.12500
   8.75000   5.70046  -3.12326  21.12500
   8.76000   5.66894  -3.18011  21.12500
   8.77000   5.63686  -3.23664  21.12500
   8.78000   5.60421  -3.29285  21.12500
   8.79000   5.57100  -3.34872  21.12500
   8.80000   5.53724  -3.40426  21.12500
   8.81000   5.50292  -3.45947  21.12500
   8.82000   5.46805  -3.51432  21.12500
   8.83000   5.43263  -3.56882  21.12500
   8.84000   5.39667  -3.62297  21.12500
   8.85000   5.36017  -3.67676  21.12500
   8.86000   5.32314  -3.73017  21.12500
   8.87000   5.28557  -3.78322  21.12500
   8.88000   5.24748  -3.83588  21.12500
   8.89000   5.20886  -3.88816  21.12500
   8.90000   5.16971  -3.94006  21.12500
   8.91000   5.13006  -3.99156  21.12500
   8.92000   5.08988  -4.04266  21.12500
   8.93000   5.04920  -4.09335  21.12500
   8.94000   5.00802  -4.14364  21.12500
   8.95000   4.96633  -4.19351  21.12500
   8.96000   4.92415  -4.24296  21.12500
   8.97000   4.88147  -4.29199  21.12500
   8.98000   4.83831  -4.34059  21.12500
   8.99000   4.79466  -4.38876  21.12500
   9.00000   4.75054  -4.43648  21.12500
   9.01000   4.70594  -4.48377  21.12500
   9.02000   4.66086  -4.53060  21.12500
   9.03000   4.61533  -4.57698  21.12500
   9.04000   4.56933  -4.62291  21.12500
   9.05000   4.52287  -4.66837  21.12500
   9.06000   4.47596  -4.71336  21.12500
   9.07000   4.42860  -4.75789  21.12500
   9.08000   4.38080  -4.80193  21.12500
   9.09000   4.33257  -4.84550  21.12500
   9.10000   4.28390  -4.88858  21.12500
   9.11000   4.23480  -4.93118  21.12500
   9.12000   4.18527  -4.97328  21.12500
   9.13000   4.13533  -5.01488  21.12500
   9.14000   4.08498  -5.05598  21.12500
   9.15000   4.03421  -5.09658  21.12500
   9.16000   3.98305  -5.13667  21.12500
   9.17000   3.93148  -5.17624  21.12500
   9.18000   3.87952  -5.21529  21.12500
   9.19000   3.82718  -5.25383  21.12500
   9.20000   3.77445  -5.29184  21.12500
   9.21000   3.72134  -5.32932  21.12500
   9.22000   3.66787  -5.36626  21.12500
   9.23000   3.61402  -5.40267  21.12500
   9.24000   3.55981  -5.43854  21.12500
   9.25000   3.50525  -5.47387  21.12500
   9.26000   3.45034  -5.50864  21.12500
   9.27000   3.39508  -5.54287  21.12500
   9.28000   3.33948  -5.57655  21.12500
   9.29000   3.28355  -5.60966  21.12500
   9.30000   3.22729  -5.64222  21.12500
   9.31000   3.17071  -5.67421  21.12500
   9.32000   3.11381  -5.70563  21.12500
   9.33000   3.05660  -5.73648  21.12500
   9.34000   2.99908  -5.76676  21.12500
   9.35000   2.94126  -5.79646  21.12500
   9.36000   2.88315  -5.82558  21.12500
   9.37000   2.82475  -5.85412  21.12500
   9.38000   2.76607  -5.88208  21.12500
   9.39000   2.70712  -5.90944  21.12500
   9.40000   2.64789  -5.93622  21.12500
   9.41000   2.58839  -5.96240  21.12500
   9.42000   2.52864  -5.98799  21.12500
   9.43000   2.46864  -6.01297  21.12500
   9.44000   2.40838  -6.03736  21.12500
   9.45000   2.34789  -6.06114  21.12500
   9.46000   2.28716  -6.08432  21.12500
   9.47000   2.22621  -6.10688  21.12500
   9.48000   2.16503  -6.12884  21.12500
   9.49000   2.10363  -6.15018  21.12500
   9.50000   2.04202  -6.17091  21.12500
   9.51000   1.98021  -6.19102  21.12500
   9.52000   1.91821  -6.21051  21.12500
   9.53000   1.85601  -6.22939  21.12500
   9.54000   1.79362  -6.24763  21.12500
   9.55000   1.73106  -6.26526  21.12500
   9.56000   1.66832  -6.28225  21.12500
   9.57000   1.60541  -6.29862  21.12500
   9.58000   1.54235  -6.31436  21.12500
   9.59000   1.47913  -6.32947  21.12500
   9.60000   1.41576  -6.34394  21.12500
   9.61000   1.35225  -6.35778  21.12500
   9.62000   1.28861  -6.37099  21.12500
   9.63000   1.22483  -6.38356  21.12500
   9.64000   1.16094  -6.39548  21.12500
   9.65000   1.09693  -6.40677  21.12500
   9.66000   1.03280  -6.41742  21.12500
   9.67000   0.96858  -6.42743  21.12500
   9.68000   0.90426  -6.43679  21.12500
   9.69000   0.83985  -6.44551  21.12500
   9.70000   0.77535  -6.45359  21.12500
   9.71000   0.71078  -6.46102  21.12500
   9.72000   0.64613  -6.46781  21.12500
   9.73000   0.58142  -6.47394  21.12500
   9.74000   0.51665  -6.47943  21.12500
   9.75000   0.45184  -6.48428  21.12500
   9.76000   0.38697  -6.48847  21.12500
   9.77000   0.32207  -6.49202  21.12500
   9.78000   0.25713  -6.49491  21.12500
   9.79000   0.19217  -6.49716  21.12500
   9.80000   0.12719  -6.49876  21.12500
   9.81000   0.06220  -6.49970  21.12500
   9.82000  -0.00280  -6.50000  21.12500
   9.83000  -0.06780  -6.49965  21.12500
   9.84000  -0.13279  -6.49864  21.12500
   9.85000  -0.19777  -6.49699  21.12500
   9.86000  -0.26273  -6.49469  21.12500
   9.87000  -0.32766  -6.49174  21.12500
   9.88000  -0.39256  -6.48814  21.12500
   9.89000  -0.45742  -6.48389  21.12500
   9.90000  -0.52224  -6.47899  21.12500
   9.91000  -0.58700  -6.47344  21.12500
   9.92000  -0.65170  -6.46725  21.12500
   9.93000  -0.71634  -6.46041  21.12500
   9.94000  -0.78091  -6.45292  21.12500
   9.95000  -0.84540  -6.44479  21.12500
   9.96000  -0.90980  -6.43601  21.12500
   9.97000  -0.97412  -6.42659  21.12500
   9.98000  -1.03833  -6.41653  21.12500
   9.99000  -1.10244  -6.40583  21.12500
  10.00000  -1.16645  -6.39448  21.12500
  10.01000  -1.23033  -6.38250  21.12500
  10.02000  -1.29409  -6.36988  21.12500
  10.03000  -1.35773  -6.35662  21.12500
  10.04000  -1.42122  -6.34272  21.12500
  10.05000  -1.48458  -6.32819  21.12500
  10.06000  -1.54779  -6.31303  21.12500
  10.07000  -1.61084  -6.29724  21.12500
  10.08000  -1.67373  -6.28081  21.12500
  10.09000  -1.73645  -6.26376  21.12500
  10.10000  -1.79900  -6.24609  21.12500
  10.11000  -1.86137  -6.22778  21.12500
  10.12000  -1.92356  -6.20886  21.12500
  10.13000  -1.98555  -6.18931  21.12500
  10.14000  -2.04734  -6.16915  21.12500
  10.15000  -2.10893  -6.14837  21.12500
  10.16000  -2.17031  -6.12697  21.12500
  10.17000  -2.23147  -6.10496  21.12500
  10.18000  -2.29240  -6.08234  21.12500
  10.19000  -2.35311  -6.05911  21.12500
  10.20000  -2.41358  -6.03528  21.12500
  10.21000  -2.47381  -6.01084  21.12500
  10.22000  -2.53380  -5.98581  21.12500
  10.23000  -2.59353  -5.96017  21.12500
  10.24000  -2.65300  -5.93394  21.12500
  10.25000  -2.71220  -5.90711  21.12500
  10.26000  -2.77114  -5.87969  21.12500
  10.27000  -2.82980  -5.85169  21.12500
  10.28000  -2.88817  -5.82310  21.12500
  10.29000  -2.94626  -5.79393  21.12500
  10.30000  -3.00405  -5.76417  21.12500
  10.31000  -3.06154  -5.73385  21.12500
  10.32000  -3.11872  -5.70294  21.12500
  10.33000  -3.17560  -5.67147  21.12500
  10.34000  -3.23215  -5.63943  21.12500
  10.35000  -3.28838  -5.60683  21.12500
  10.36000  -3.34428  -5.57367  21.12500
  10.37000  -3.39985  -5.53995  21.12500
  10.38000  -3.45508  -5.50567  21.12500
  10.39000  -3.50996  -5.47085  21.12500
  10.40000  -3.56450  -5.43547  21.12500
  10.41000  -3.61867  -5.39956  21.12500
  10.42000  -3.67249  -5.36310  21.12500
  10.43000  -3.72593  -5.32611  21.12500
  10.44000  -3.77901  -5.28858  21.12500
  10.45000  -3.83170  -5.25053  21.12500
  10.46000  -3.88402  -5.21195  21.12500
  10.47000  -3.93594  -5.17285  21.12500
  10.48000  -3.98747  -5.13323  21.12500
  10.49000  -4.03860  -5.09310  21.12500
  10.50000  -4.08933  -5.05246  21.12500
  10.51000  -4.13965  -5.01132  21.12500
  10.52000  -4.18956  -4.96967  21.12500
  10.53000  -4.23904  -4.92753  21.12500
  10.54000  -4.28810  -4.88489  21.12500
  10.55000  -4.33674  -4.84177  21.12500
  10.56000  -4.38494  -4.79816  21.12500
  10.57000  -4.43270  -4.75407  21.12500
  10.58000  -4.48002  -4.70951  21.12500
  10.59000  -4.52689  -4.66447  21.12500
  10.60000  -4.57331  -4.61897  21.12500
  10.61000  -4.61927  -4.57301  21.12500
  10.62000  -4.66476  -4.52659  21.12500
  10.63000  -4.70980  -4.47971  21.12500
  10.64000  -4.75436  -4.43239  21.12500
  10.65000  -4.79844  -4.38463  21.12500
  10.66000  -4.84205  -4.33642  21.12500
  10.67000  -4.88517  -4.28779  21.12500
  10.68000  -4.92780  -4.23872  21.12500
  10.69000  -4.96994  -4.18923  21.12500
  10.70000  -5.01159  -4.13932  21.12500
  10.71000  -5.05273  -4.08900  21.12500
  10.72000  -5.09336  -4.03827  21.12500
  10.73000  -5.13349  -3.98714  21.12500
  10.74000  -5.17311  -3.93560  21.12500
  10.75000  -5.21220  -3.88368  21.12500
  10.76000  -5.25078  -3.83136  21.12500
  10.77000  -5.28883  -3.77866  21.12500
  10.78000  -5.32635  -3.72559  21.12500
  10.79000  -5.36334  -3.67214  21.12500
  10.80000  -5.39979  -3.61832  21.12500
  10.81000  -5.43570  -3.56414  21.12500
  10.82000  -5.47107  -3.50961  21.12500
  10.83000  -5.50590  -3.45472  21.12500
  10.84000  -5.54017  -3.39949  21.12500
  10.85000  -5.57388  -3.34392  21.12500
  10.86000  -5.60704  -3.28802  21.12500
  10.87000  -5.63964  -3.23178  21.12500
  10.88000  -5.67168  -3.17523  21.12500
  10.89000  -5.70315  -3.11835  21.12500
  10.90000  -5.73404  -3.06117  21.12500
  10.91000  -5.76437  -3.00367  21.12500
  10.92000  -5.79412  -2.94588  21.12500
  10.93000  -5.82329  -2.88779  21.12500
  10.94000  -5.85187  -2.82942  21.12500
  10.95000  -5.87987  -2.77076  21.12500
  10.96000  -5.90729  -2.71182  21.12500
  10.97000  -5.93411  -2.65261  21.12500
  10.98000  -5.96034  -2.59314  21.12500
  10.99000  -5.98597  -2.53341  21.12500
  11.00000  -6.01100  -2.47342  21.12500
  11.01000  -6.03544  -2.41319  21.12500
  11.02000  -6.05927  -2.35272  21.12500
  11.03000  -6.08249  -2.29201  21.12500
  11.04000  -6.10511  -2.23107  21.12500
  11.05000  -6.12711  -2.16991  21.12500
  11.06000  -6.14850  -2.10853  21.12500
  11.07000  -6.16928  -2.04694  21.12500
  11.08000  -6.18944  -1.98514  21.12500
  11.09000  -6.20898  -1.92315  21.12500
  11.10000  -6.22791  -1.86097  21.12500
  11.11000  -6.24620  -1.79860  21.12500
  11.12000  -6.26388  -1.73604  21.12500
  11.13000  -6.28092  -1.67332  21.12500
  11.14000  -6.29734  -1.61043  21.12500
  11.15000  -6.31313  -1.54738  21.12500
  11.16000  -6.32829  -1.48417  21.12500
  11.17000  -6.34281  -1.42081  21.12500
  11.18000  -6.35671  -1.35731  21.12500
  11.19000  -6.36996  -1.29368  21.12500
  11.20000  -6.38258  -1.22992  21.12500
  11.21000  -6.39456  -1.16603  21.12500
  11.22000  -6.40590  -1.10203  21.12500
  11.23000  -6.41660  -1.03791  21.12500
  11.24000  -6.42666  -0.97370  21.12500
  11.25000  -6.43607  -0.90938  21.12500
  11.26000  -6.44484  -0.84498  21.12500
  11.27000  -6.45297  -0.78049  21.12500
  11.28000  -6.46045  -0.71592  21.12500
  11.29000  -6.46729  -0.65128  21.12500
  11.30000  -6.47348  -0.58658  21.12500
  11.31000  -6.47902  -0.52181  21.12500
  11.32000  -6.48391  -0.45700  21.12500
  11.33000  -6.48816  -0.39214  21.12500
  11.34000  -6.49176  -0.32724  21.12500
  11.35000  -6.49471  -0.26231  21.12500
  11.36000  -6.49700  -0.19735  21.12500
  11.37000  -6.49865  -0.13237  21.12500
  11.38000  -6.49965  -0.06738  21.12500
  11.39000  -6.50000  -0.00238  21.12500
  11.40000  -6.49970   0.06262  21.12500
  11.41000  -6.49875   0.12761  21.12500
  11.42000  -6.49715   0.19259  21.12500
  11.43000  -6.49490   0.25756  21.12500
  11.44000  -6.49200   0.32249  21.12500
  11.45000  -6.48845   0.38739  21.12500
  11.46000  -6.48425   0.45226  21.12500
  11.47000  -6.47940   0.51708  21.12500
  11.48000  -6.47391   0.58184  21.12500
  11.49000  -6.46776   0.64655  21.12500
  11.50000  -6.46098   0.71120  21.12500
  11.51000  -6.45354   0.77577  21.12500
  11.52000  -6.44546   0.84027  21.12500
  11.53000  -6.43674   0.90468  21.12500
  11.54000  -6.42737   0.96900  21.12500
  11.55000  -6.41736   1.03322  21.12500
  11.56000  -6.40670   1.09734  21.12500
  11.57000  -6.39541   1.16135  21.12500
  11.58000  -6.38348   1.22525  21.12500
  11.59000  -6.37090   1.28902  21.12500
  11.60000  -6.35770   1.35266  21.12500
  11.61000  -6.34385   1.41617  21.12500
  11.62000  -6.32937   1.47954  21.12500
  11.63000  -6.31426   1.54276  21.12500
  11.64000  -6.29852   1.60582  21.12500
  11.65000  -6.28215   1.66873  21.12500
  11.66000  -6.26514   1.73146  21.12500
  11.67000  -6.24752   1.79403  21.12500
  11.68000  -6.22926   1.85641  21.12500
  11.69000  -6.21039   1.91861  21.12500
  11.70000  -6.19089   1.98062  21.12500
  11.71000  -6.17078   2.04243  21.12500
  11.72000  -6.15005   2.10403  21.12500
  11.73000  -6.12870   2.16543  21.12500
  11.74000  -6.10674   2.22660  21.12500
  11.75000  -6.08417   2.28756  21.12500
  11.76000  -6.06099   2.34828  21.12500
  11.77000  -6.03720   2.40878  21.12500
  11.78000  -6.01281   2.46903  21.12500
  11.79000  -5.98782   2.52903  21.12500
  11.80000  -5.96223   2.58878  21.12500
  11.81000  -5.93605   2.64827  21.12500
  11.82000  -5.90927   2.70750  21.12500
  11.83000  -5.88190   2.76646  21.12500
  11.84000  -5.85394   2.82514  21.12500
  11.85000  -5.82540   2.88353  21.12500
  11.86000  -5.79627   2.94164  21.12500
  11.87000  -5.76656   2.99946  21.12500
  11.88000  -5.73628   3.05697  21.12500
  11.89000  -5.70543   3.11418  21.12500
  11.90000  -5.67400   3.17108  21.12500
  11.91000  -5.64201   3.22766  21.12500
  11.92000  -5.60945   3.28392  21.12500
  11.93000  -5.57633   3.33985  21.12500
  11.94000  -5.54265   3.39544  21.12500
  11.95000  -5.50842   3.45070  21.12500
  11.96000  -5.47364   3.50561  21.12500
  11.97000  -5.43831   3.56017  21.12500
  11.98000  -5.40244   3.61437  21.12500
  11.99000  -5.36602   3.66821  21.12500
  12.00000  -5.32907   3.72169  21.12500
  12.01000  -5.29159   3.77479  21.12500
  12.02000  -5.25358   3.82752  21.12500
  12.03000  -5.21504   3.87986  21.12500
  12.04000  -5.17598   3.93182  21.12500
  12.05000  -5.13641   3.98338  21.12500
  12.06000  -5.09632   4.03455  21.12500
  12.07000  -5.05572   4.08531  21.12500
  12.08000  -5.01461   4.13566  21.12500
  12.09000  -4.97301   4.18560  21.12500
  12.10000  -4.93090   4.23512  21.12500
  12.11000  -4.88830   4.28421  21.12500
  12.12000  -4.84522   4.33288  21.12500
  12.13000  -4.80165   4.38112  21.12500
  12.14000  -4.75760   4.42891  21.12500
  12.15000  -4.71307   4.47627  21.12500
  12.16000  -4.66807   4.52317  21.12500
  12.17000  -4.62261   4.56963  21.12500
  12.18000  -4.57668   4.61562  21.12500
  12.19000  -4.53030   4.66116  21.12500
  12.20000  -4.48346   4.70623  21.12500
  12.21000  -4.43618   4.75083  21.12500
  12.22000  -4.38845   4.79495  21.12500
  12.23000  -4.34028   4.83859  21.12500
  12.24000  -4.29168   4.88175  21.12500
  12.25000  -4.24264   4.92443  21.12500
  12.26000  -4.19319   4.96661  21.12500
  12.27000  -4.14331   5.00829  21.12500
  12.28000  -4.09302   5.04947  21.12500
  12.29000  -4.04233   5.09015  21.12500
  12.30000  -3.99122   5.13032  21.12500
  12.31000  -3.93972   5.16997  21.12500
  12.32000  -3.88783   5.20911  21.12500
  12.33000  -3.83554   5.24773  21.12500
  12.34000  -3.78287   5.28582  21.12500
  12.35000  -3.72983   5.32338  21.12500
  12.36000  -3.67641   5.36041  21.12500
  12.37000  -3.62262   5.39691  21.12500
  12.38000  -3.56847   5.43286  21.12500
  12.39000  -3.51396   5.46828  21.12500
  12.40000  -3.45911   5.50314  21.12500
  12.41000  -3.40390   5.53746  21.12500
  12.42000  -3.34836   5.57122  21.12500
  12.43000  -3.29248   5.60442  21.12500
  12.44000  -3.23627   5.63707  21.12500
  12.45000  -3.17974   5.66915  21.12500
  12.46000  -3.12289   5.70066  21.12500
  12.47000  -3.06573   5.73161  21.12500
  12.48000  -3.00826   5.76198  21.12500
  12.49000  -2.95049   5.79177  21.12500
  12.50000  -2.89243   5.82098  21.12500
  12.51000  -2.83408   5.84962  21.12500
  12.52000  -2.77544   5.87766  21.12500
  12.53000  -2.71652   5.90512  21.12500
  12.54000  -2.65734   5.93199  21.12500
  12.55000  -2.59789   5.95827  21.12500
  12.56000  -2.53817   5.98395  21.12500
  12.57000  -2.47821   6.00903  21.12500
