        2-nd order single ODE 
     Method: Runge-Kutta 4th order
    t       x(t)        v(t)        energy
  12.58000  -2.41800   6.03351  21.12500
  12.59000  -2.35754   6.05739  21.12500
  12.60000  -2.29685   6.08066  21.12500
  12.61000  -2.23593   6.10333  21.12500
  12.62000  -2.17479   6.12538  21.12500
  12.63000  -2.11342   6.14682  21.12500
  12.64000  -2.05185   6.16765  21.12500
  12.65000  -1.99007   6.18786  21.12500
  12.66000  -1.92810   6.20745  21.12500
  12.67000  -1.86593   6.22642  21.12500
  12.68000  -1.80357   6.24477  21.12500
  12.69000  -1.74103   6.26249  21.12500
  12.70000  -1.67832   6.27959  21.12500
  12.71000  -1.61544   6.29606  21.12500
  12.72000  -1.55240   6.31190  21.12500
  12.73000  -1.48921   6.32711  21.12500
  12.74000  -1.42586   6.34168  21.12500
  12.75000  -1.36238   6.35562  21.12500
  12.76000  -1.29875   6.36893  21.12500
  12.77000  -1.23500   6.38160  21.12500
  12.78000  -1.17112   6.39363  21.12500
  12.79000  -1.10713   6.40502  21.12500
  12.80000  -1.04302   6.41577  21.12500
  12.81000  -0.97882   6.42588  21.12500
  12.82000  -0.91451   6.43535  21.12500
  12.83000  -0.85011   6.44417  21.12500
  12.84000  -0.78563   6.45235  21.12500
  12.85000  -0.72107   6.45988  21.12500
  12.86000  -0.65643   6.46677  21.12500
  12.87000  -0.59173   6.47301  21.12500
  12.88000  -0.52697   6.47860  21.12500
  12.89000  -0.46216   6.48355  21.12500
  12.90000  -0.39731   6.48785  21.12500
  12.91000  -0.33241   6.49149  21.12500
  12.92000  -0.26748   6.49449  21.12500
  12.93000  -0.20252   6.49684  21.12500
  12.94000  -0.13754   6.49854  21.12500
  12.95000  -0.07255   6.49960  21.12500
  12.96000  -0.00755   6.50000  21.12500
  12.97000   0.05745   6.49975  21.12500
  12.98000   0.12244   6.49885  21.12500
  12.99000   0.18742   6.49730  21.12500
  13.00000   0.25238   6.49510  21.12500
  13.01000   0.31732   6.49225  21.12500
  13.02000   0.38223   6.48875  21.12500
  13.03000   0.44709   6.48461  21.12500
  13.04000   0.51192   6.47981  21.12500
  13.05000   0.57669   6.47437  21.12500
  13.06000   0.64140   6.46828  21.12500
  13.07000   0.70605   6.46154  21.12500
  13.08000   0.77063   6.45416  21.12500
  13.09000   0.83513   6.44613  21.12500
  13.10000   0.89955   6.43745  21.12500
  13.11000   0.96388   6.42814  21.12500
  13.12000   1.02811   6.41818  21.12500
  13.13000   1.09224   6.40757  21.12500
  13.14000   1.15626   6.39633  21.12500
  13.15000   1.22016   6.38445  21.12500
  13.16000   1.28395   6.37193  21.12500
  13.17000   1.34760   6.35877  21.12500
  13.18000   1.41112   6.34498  21.12500
  13.19000   1.47450   6.33055  21.12500
  13.20000   1.53773   6.31549  21.12500
  13.21000   1.60081   6.29980  21.12500
  13.22000   1.66372   6.28347  21.12500
  13.23000   1.72647   6.26652  21.12500
  13.24000   1.78905   6.24894  21.12500
  13.25000   1.85145   6.23074  21.12500
  13.26000   1.91366   6.21192  21.12500
  13.27000   1.97569   6.19247  21.12500
  13.28000   2.03751   6.17240  21.12500
  13.29000   2.09913   6.15172  21.12500
  13.30000   2.16054   6.13042  21.12500
  13.31000   2.22174   6.10851  21.12500
  13.32000   2.28271   6.08599  21.12500
  13.33000   2.34346   6.06286  21.12500
  13.34000   2.40397   6.03912  21.12500
  13.35000   2.46424   6.01478  21.12500
  13.36000   2.52426   5.98983  21.12500
  13.37000   2.58403   5.96429  21.12500
  13.38000   2.64354   5.93815  21.12500
  13.39000   2.70279   5.91142  21.12500
  13.40000   2.76177   5.88410  21.12500
  13.41000   2.82047   5.85619  21.12500
  13.42000   2.87889   5.82769  21.12500
  13.43000   2.93702   5.79861  21.12500
  13.44000   2.99486   5.76895  21.12500
  13.45000   3.05240   5.73871  21.12500
  13.46000   3.10964   5.70790  21.12500
  13.47000   3.16656   5.67652  21.12500
  13.48000   3.22316   5.64457  21.12500
  13.49000   3.27945   5.61206  21.12500
  13.50000   3.33540   5.57899  21.12500
  13.51000   3.39103   5.54535  21.12500
  13.52000   3.44631   5.51117  21.12500
  13.53000   3.50125   5.47643  21.12500
  13.54000   3.55584   5.44114  21.12500
  13.55000   3.61007   5.40531  21.12500
  13.56000   3.66394   5.36894  21.12500
  13.57000   3.71744   5.33204  21.12500
  13.58000   3.77058   5.29460  21.12500
  13.59000   3.82334   5.25663  21.12500
  13.60000   3.87571   5.21813  21.12500
  13.61000   3.92770   5.17911  21.12500
  13.62000   3.97929   5.13958  21.12500
  13.63000   4.03049   5.09953  21.12500
  13.64000   4.08128   5.05897  21.12500
  13.65000   4.13166   5.01790  21.12500
  13.66000   4.18164   4.97634  21.12500
  13.67000   4.23119   4.93427  21.12500
  13.68000   4.28032   4.89171  21.12500
  13.69000   4.32902   4.84867  21.12500
  13.70000   4.37729   4.80514  21.12500
  13.71000   4.42512   4.76112  21.12500
  13.72000   4.47251   4.71663  21.12500
  13.73000   4.51945   4.67167  21.12500
  13.74000   4.56594   4.62625  21.12500
  13.75000   4.61198   4.58036  21.12500
  13.76000   4.65755   4.53401  21.12500
  13.77000   4.70266   4.48721  21.12500
  13.78000   4.74729   4.43996  21.12500
  13.79000   4.79145   4.39226  21.12500
  13.80000   4.83514   4.34413  21.12500
  13.81000   4.87833   4.29556  21.12500
  13.82000   4.92105   4.24656  21.12500
  13.83000   4.96326   4.19714  21.12500
  13.84000   5.00499   4.14730  21.12500
  13.85000   5.04621   4.09704  21.12500
  13.86000   5.08693   4.04638  21.12500
  13.87000   5.12714   3.99531  21.12500
  13.88000   5.16683   3.94384  21.12500
  13.89000   5.20601   3.89197  21.12500
  13.90000   5.24467   3.83972  21.12500
  13.91000   5.28280   3.78708  21.12500
  13.92000   5.32041   3.73406  21.12500
  13.93000   5.35748   3.68068  21.12500
  13.94000   5.39402   3.62692  21.12500
  13.95000   5.43002   3.57280  21.12500
  13.96000   5.46548   3.51832  21.12500
  13.97000   5.50039   3.46349  21.12500
  13.98000   5.53475   3.40831  21.12500
  13.99000   5.56855   3.35280  21.12500
  14.00000   5.60180   3.29694  21.12500
  14.01000   5.63449   3.24076  21.12500
  14.02000   5.66661   3.18426  21.12500
  14.03000   5.69817   3.12743  21.12500
  14.04000   5.72916   3.07029  21.12500
  14.05000   5.75958   3.01285  21.12500
  14.06000   5.78942   2.95510  21.12500
  14.07000   5.81868   2.89706  21.12500
  14.08000   5.84736   2.83873  21.12500
  14.09000   5.87545   2.78012  21.12500
  14.10000   5.90296   2.72123  21.12500
  14.11000   5.92988   2.66206  21.12500
  14.12000   5.95620   2.60263  21.12500
  14.13000   5.98193   2.54294  21.12500
  14.14000   6.00706   2.48299  21.12500
  14.15000   6.03159   2.42280  21.12500
  14.16000   6.05551   2.36236  21.12500
  14.17000   6.07883   2.30169  21.12500
  14.18000   6.10155   2.24079  21.12500
  14.19000   6.12365   2.17966  21.12500
  14.20000   6.14514   2.11832  21.12500
  14.21000   6.16601   2.05676  21.12500
  14.22000   6.18627   1.99500  21.12500
  14.23000   6.20591   1.93304  21.12500
  14.24000   6.22493   1.87088  21.12500
  14.25000   6.24333   1.80854  21.12500
  14.26000   6.26110   1.74602  21.12500
  14.27000   6.27825   1.68332  21.12500
  14.28000   6.29477   1.62046  21.12500
  14.29000   6.31066   1.55743  21.12500
  14.30000   6.32592   1.49425  21.12500
  14.31000   6.34054   1.43091  21.12500
  14.32000   6.35454   1.36744  21.12500
  14.33000   6.36789   1.30382  21.12500
  14.34000   6.38061   1.24008  21.12500
  14.35000   6.39269   1.17621  21.12500
  14.36000   6.40414   1.11223  21.12500
  14.37000   6.41494   1.04813  21.12500
  14.38000   6.42510   0.98393  21.12500
  14.39000   6.43462   0.91963  21.12500
  14.40000   6.44349   0.85524  21.12500
  14.41000   6.45172   0.79077  21.12500
  14.42000   6.45930   0.72621  21.12500
  14.43000   6.46624   0.66158  21.12500
  14.44000   6.47254   0.59689  21.12500
  14.45000   6.47818   0.53213  21.12500
  14.46000   6.48318   0.46733  21.12500
  14.47000   6.48753   0.40247  21.12500
  14.48000   6.49123   0.33758  21.12500
  14.49000   6.49428   0.27265  21.12500
  14.50000   6.49668   0.20769  21.12500
  14.51000   6.49843   0.14272  21.12500
  14.52000   6.49954   0.07773  21.12500
  14.53000   6.49999   0.01273  21.12500
  14.54000   6.49979  -0.05227  21.12500
  14.55000   6.49894  -0.11726  21.12500
  14.56000   6.49744  -0.18225  21.12500
  14.57000   6.49530  -0.24721  21.12500
  14.58000   6.49250  -0.31215  21.12500
  14.59000   6.48905  -0.37706  21.12500
  14.60000   6.48496  -0.44193  21.12500
  14.61000   6.48022  -0.50676  21.12500
  14.62000   6.47482  -0.57153  21.12500
  14.63000   6.46879  -0.63625  21.12500
  14.64000   6.46210  -0.70091  21.12500
  14.65000   6.45477  -0.76549  21.12500
  14.66000   6.44679  -0.83000  21.12500
  14.67000   6.43817  -0.89442  21.12500
  14.68000   6.42890  -0.95876  21.12500
  14.69000   6.41899  -1.02300  21.12500
  14.70000   6.40844  -1.08714  21.12500
  14.71000   6.39725  -1.15117  21.12500
  14.72000   6.38542  -1.21508  21.12500
  14.73000   6.37295  -1.27887  21.12500
  14.74000   6.35984  -1.34254  21.12500
  14.75000   6.34610  -1.40607  21.12500
  14.76000   6.33172  -1.46946  21.12500
  14.77000   6.31671  -1.53270  21.12500
  14.78000   6.30107  -1.59579  21.12500
  14.79000   6.28480  -1.65872  21.12500
  14.80000   6.26789  -1.72148  21.12500
  14.81000   6.25037  -1.78407  21.12500
  14.82000   6.23221  -1.84649  21.12500
  14.83000   6.21344  -1.90872  21.12500
  14.84000   6.19404  -1.97075  21.12500
  14.85000   6.17402  -2.03260  21.12500
  14.86000   6.15339  -2.09423  21.12500
  14.87000   6.13214  -2.15566  21.12500
  14.88000   6.11028  -2.21687  21.12500
  14.89000   6.08780  -2.27786  21.12500
  14.90000   6.06472  -2.33863  21.12500
  14.91000   6.04103  -2.39916  21.12500
  14.92000   6.01674  -2.45945  21.12500
  14.93000   5.99184  -2.51949  21.12500
  14.94000   5.96635  -2.57928  21.12500
  14.95000   5.94026  -2.63881  21.12500
  14.96000   5.91357  -2.69808  21.12500
  14.97000   5.88630  -2.75708  21.12500
  14.98000   5.85843  -2.81581  21.12500
  14.99000   5.82998  -2.87425  21.12500
  15.00000   5.80095  -2.93241  21.12500
  15.01000   5.77133  -2.99027  21.12500
  15.02000   5.74114  -3.04783  21.12500
  15.03000   5.71038  -3.10509  21.12500
  15.04000   5.67904  -3.16204  21.12500
  15.05000   5.64714  -3.21867  21.12500
  15.06000   5.61467  -3.27498  21.12500
  15.07000   5.58164  -3.33096  21.12500
  15.08000   5.54805  -3.38661  21.12500
  15.09000   5.51391  -3.44192  21.12500
  15.10000   5.47922  -3.49688  21.12500
  15.11000   5.44397  -3.55150  21.12500
  15.12000   5.40819  -3.60576  21.12500
  15.13000   5.37186  -3.65966  21.12500
  15.14000   5.33499  -3.71320  21.12500
  15.15000   5.29760  -3.76636  21.12500
  15.16000   5.25967  -3.81915  21.12500
  15.17000   5.22121  -3.87155  21.12500
  15.18000   5.18224  -3.92357  21.12500
  15.19000   5.14274  -3.97520  21.12500
  15.20000   5.10274  -4.02642  21.12500
  15.21000   5.06222  -4.07725  21.12500
  15.22000   5.02119  -4.12767  21.12500
  15.23000   4.97967  -4.17767  21.12500
  15.24000   4.93764  -4.22726  21.12500
  15.25000   4.89512  -4.27642  21.12500
  15.26000   4.85211  -4.32516  21.12500
  15.27000   4.80862  -4.37346  21.12500
  15.28000   4.76465  -4.42133  21.12500
  15.29000   4.72019  -4.46875  21.12500
  15.30000   4.67527  -4.51573  21.12500
  15.31000   4.62988  -4.56226  21.12500
  15.32000   4.58403  -4.60833  21.12500
  15.33000   4.53772  -4.65394  21.12500
  15.34000   4.49095  -4.69908  21.12500
  15.35000   4.44374  -4.74375  21.12500
  15.36000   4.39608  -4.78795  21.12500
  15.37000   4.34798  -4.83167  21.12500
  15.38000   4.29945  -4.87491  21.12500
  15.39000   4.25048  -4.91766  21.12500
  15.40000   4.20109  -4.95992  21.12500
  15.41000   4.15129  -5.00168  21.12500
  15.42000   4.10106  -5.04294  21.12500
  15.43000   4.05043  -5.08370  21.12500
  15.44000   3.99939  -5.12395  21.12500
  15.45000   3.94795  -5.16369  21.12500
  15.46000   3.89612  -5.20291  21.12500
  15.47000   3.84389  -5.24161  21.12500
  15.48000   3.79129  -5.27979  21.12500
  15.49000   3.73830  -5.31743  21.12500
  15.50000   3.68494  -5.35455  21.12500
  15.51000   3.63121  -5.39113  21.12500
  15.52000   3.57712  -5.42717  21.12500
  15.53000   3.52267  -5.46267  21.12500
  15.54000   3.46787  -5.49763  21.12500
  15.55000   3.41272  -5.53203  21.12500
  15.56000   3.35723  -5.56588  21.12500
  15.57000   3.30140  -5.59917  21.12500
  15.58000   3.24525  -5.63191  21.12500
  15.59000   3.18877  -5.66408  21.12500
  15.60000   3.13197  -5.69568  21.12500
  15.61000   3.07486  -5.72671  21.12500
  15.62000   3.01744  -5.75718  21.12500
  15.63000   2.95971  -5.78706  21.12500
  15.64000   2.90170  -5.81637  21.12500
  15.65000   2.84339  -5.84510  21.12500
  15.66000   2.78480  -5.87324  21.12500
  15.67000   2.72593  -5.90079  21.12500
  15.68000   2.66678  -5.92775  21.12500
  15.69000   2.60737  -5.95413  21.12500
  15.70000   2.54770  -5.97990  21.12500
  15.71000   2.48778  -6.00508  21.12500
  15.72000   2.42760  -6.02966  21.12500
  15.73000   2.36719  -6.05363  21.12500
  15.74000   2.30653  -6.07700  21.12500
  15.75000   2.24565  -6.09976  21.12500
  15.76000   2.18454  -6.12191  21.12500
  15.77000   2.12321  -6.14345  21.12500
  15.78000   2.06167  -6.16437  21.12500
  15.79000   1.99993  -6.18468  21.12500
  15.80000   1.93798  -6.20437  21.12500
  15.81000   1.87584  -6.22344  21.12500
  15.82000   1.81351  -6.24189  21.12500
  15.83000   1.75100  -6.25971  21.12500
  15.84000   1.68832  -6.27691  21.12500
  15.85000   1.62547  -6.29348  21.12500
  15.86000   1.56245  -6.30942  21.12500
  15.87000   1.49928  -6.32473  21.12500
  15.88000   1.43596  -6.33940  21.12500
  15.89000   1.37250  -6.35344  21.12500
  15.90000   1.30889  -6.36685  21.12500
  15.91000   1.24516  -6.37962  21.12500
  15.92000   1.18130  -6.39175  21.12500
  15.93000   1.11733  -6.40325  21.12500
  15.94000   1.05324  -6.41410  21.12500
  15.95000   0.98905  -6.42431  21.12500
  15.96000   0.92476  -6.43388  21.12500
  15.97000   0.86037  -6.44281  21.12500
  15.98000   0.79590  -6.45109  21.12500
  15.99000   0.73135  -6.45872  21.12500
  16.00000   0.66673  -6.46571  21.12500
  16.01000   0.60204  -6.47206  21.12500
  16.02000   0.53729  -6.47776  21.12500
  16.03000   0.47249  -6.48280  21.12500
  16.04000   0.40764  -6.48721  21.12500
  16.05000   0.34275  -6.49096  21.12500
  16.06000   0.27782  -6.49406  21.12500
  16.07000   0.21287  -6.49651  21.12500
  16.08000   0.14789  -6.49832  21.12500
  16.09000   0.08290  -6.49947  21.12500
  16.10000   0.01791  -6.49998  21.12500
  16.11000  -0.04709  -6.49983  21.12500
  16.12000  -0.11209  -6.49903  21.12500
  16.13000  -0.17707  -6.49759  21.12500
  16.14000  -0.24204  -6.49549  21.12500
  16.15000  -0.30698  -6.49275  21.12500
  16.16000  -0.37189  -6.48935  21.12500
  16.17000  -0.43676  -6.48531  21.12500
  16.18000  -0.50159  -6.48062  21.12500
  16.19000  -0.56637  -6.47528  21.12500
  16.20000  -0.63110  -6.46929  21.12500
  16.21000  -0.69576  -6.46266  21.12500
  16.22000  -0.76035  -6.45538  21.12500
  16.23000  -0.82486  -6.44745  21.12500
  16.24000  -0.88930  -6.43888  21.12500
  16.25000  -0.95364  -6.42966  21.12500
  16.26000  -1.01789  -6.41981  21.12500
  16.27000  -1.08203  -6.40931  21.12500
  16.28000  -1.14607  -6.39817  21.12500
  16.29000  -1.20999  -6.38638  21.12500
  16.30000  -1.27380  -6.37397  21.12500
  16.31000  -1.33747  -6.36091  21.12500
  16.32000  -1.40101  -6.34722  21.12500
  16.33000  -1.46441  -6.33289  21.12500
  16.34000  -1.52767  -6.31793  21.12500
  16.35000  -1.59077  -6.30234  21.12500
  16.36000  -1.65371  -6.28611  21.12500
  16.37000  -1.71649  -6.26926  21.12500
  16.38000  -1.77910  -6.25179  21.12500
  16.39000  -1.84152  -6.23368  21.12500
  16.40000  -1.90377  -6.21496  21.12500
  16.41000  -1.96582  -6.19561  21.12500
  16.42000  -2.02768  -6.17564  21.12500
  16.43000  -2.08933  -6.15505  21.12500
  16.44000  -2.15078  -6.13385  21.12500
  16.45000  -2.21201  -6.11204  21.12500
  16.46000  -2.27302  -6.08961  21.12500
  16.47000  -2.33380  -6.06658  21.12500
  16.48000  -2.39435  -6.04294  21.12500
  16.49000  -2.45465  -6.01869  21.12500
  16.50000  -2.51472  -5.99385  21.12500
  16.51000  -2.57453  -5.96840  21.12500
  16.52000  -2.63408  -5.94236  21.12500
  16.53000  -2.69337  -5.91572  21.12500
  16.54000  -2.75240  -5.88849  21.12500
  16.55000  -2.81114  -5.86067  21.12500
  16.56000  -2.86961  -5.83227  21.12500
  16.57000  -2.92779  -5.80328  21.12500
  16.58000  -2.98567  -5.77371  21.12500
  16.59000  -3.04326  -5.74357  21.12500
  16.60000  -3.10054  -5.71285  21.12500
  16.61000  -3.15751  -5.68156  21.12500
  16.62000  -3.21417  -5.64970  21.12500
  16.63000  -3.27050  -5.61728  21.12500
  16.64000  -3.32651  -5.58429  21.12500
  16.65000  -3.38219  -5.55075  21.12500
  16.66000  -3.43753  -5.51665  21.12500
  16.67000  -3.49252  -5.48200  21.12500
  16.68000  -3.54716  -5.44680  21.12500
  16.69000  -3.60145  -5.41106  21.12500
  16.70000  -3.65538  -5.37477  21.12500
  16.71000  -3.70895  -5.33795  21.12500
  16.72000  -3.76214  -5.30059  21.12500
  16.73000  -3.81496  -5.26271  21.12500
  16.74000  -3.86739  -5.22430  21.12500
  16.75000  -3.91944  -5.18536  21.12500
  16.76000  -3.97110  -5.14591  21.12500
  16.77000  -4.02236  -5.10594  21.12500
  16.78000  -4.07322  -5.06546  21.12500
  16.79000  -4.12367  -5.02448  21.12500
  16.80000  -4.17370  -4.98299  21.12500
  16.81000  -4.22332  -4.94101  21.12500
  16.82000  -4.27252  -4.89853  21.12500
  16.83000  -4.32129  -4.85556  21.12500
  16.84000  -4.36963  -4.81210  21.12500
  16.85000  -4.41753  -4.76816  21.12500
  16.86000  -4.46499  -4.72375  21.12500
  16.87000  -4.51201  -4.67887  21.12500
  16.88000  -4.55857  -4.63351  21.12500
  16.89000  -4.60468  -4.58770  21.12500
  16.90000  -4.65032  -4.54142  21.12500
  16.91000  -4.69550  -4.49469  21.12500
  16.92000  -4.74021  -4.44751  21.12500
  16.93000  -4.78445  -4.39989  21.12500
  16.94000  -4.82821  -4.35183  21.12500
  16.95000  -4.87149  -4.30333  21.12500
  16.96000  -4.91428  -4.25440  21.12500
  16.97000  -4.95657  -4.20504  21.12500
  16.98000  -4.99837  -4.15527  21.12500
  16.99000  -5.03968  -4.10508  21.12500
  17.00000  -5.08048  -4.05448  21.12500
  17.01000  -5.12077  -4.00347  21.12500
  17.02000  -5.16054  -3.95206  21.12500
  17.03000  -5.19981  -3.90026  21.12500
  17.04000  -5.23855  -3.84807  21.12500
  17.05000  -5.27677  -3.79549  21.12500
  17.06000  -5.31446  -3.74253  21.12500
  17.07000  -5.35161  -3.68920  21.12500
  17.08000  -5.38824  -3.63550  21.12500
  17.09000  -5.42432  -3.58144  21.12500
  17.10000  -5.45987  -3.52702  21.12500
  17.11000  -5.49486  -3.47224  21.12500
  17.12000  -5.52931  -3.41712  21.12500
  17.13000  -5.56320  -3.36166  21.12500
  17.14000  -5.59654  -3.30586  21.12500
  17.15000  -5.62932  -3.24973  21.12500
  17.16000  -5.66154  -3.19328  21.12500
  17.17000  -5.69318  -3.13650  21.12500
  17.18000  -5.72426  -3.07942  21.12500
  17.19000  -5.75477  -3.02202  21.12500
  17.20000  -5.78470  -2.96432  21.12500
  17.21000  -5.81406  -2.90633  21.12500
  17.22000  -5.84283  -2.84804  21.12500
  17.23000  -5.87102  -2.78947  21.12500
  17.24000  -5.89862  -2.73062  21.12500
  17.25000  -5.92563  -2.67150  21.12500
  17.26000  -5.95205  -2.61211  21.12500
  17.27000  -5.97787  -2.55246  21.12500
  17.28000  -6.00310  -2.49256  21.12500
  17.29000  -6.02772  -2.43240  21.12500
  17.30000  -6.05174  -2.37201  21.12500
  17.31000  -6.07516  -2.31137  21.12500
  17.32000  -6.09797  -2.25050  21.12500
  17.33000  -6.12017  -2.18941  21.12500
  17.34000  -6.14176  -2.12810  21.12500
  17.35000  -6.16273  -2.06658  21.12500
  17.36000  -6.18309  -2.00485  21.12500
  17.37000  -6.20283  -1.94292  21.12500
  17.38000  -6.22195  -1.88080  21.12500
  17.39000  -6.24044  -1.81848  21.12500
  17.40000  -6.25831  -1.75599  21.12500
  17.41000  -6.27556  -1.69332  21.12500
  17.42000  -6.29218  -1.63048  21.12500
  17.43000  -6.30817  -1.56748  21.12500
  17.44000  -6.32353  -1.50432  21.12500
  17.45000  -6.33826  -1.44101  21.12500
  17.46000  -6.35235  -1.37756  21.12500
  17.47000  -6.36581  -1.31396  21.12500
  17.48000  -6.37863  -1.25024  21.12500
  17.49000  -6.39081  -1.18639  21.12500
  17.50000  -6.40236  -1.12243  21.12500
  17.51000  -6.41326  -1.05835  21.12500
  17.52000  -6.42352  -0.99416  21.12500
  17.53000  -6.43314  -0.92988  21.12500
  17.54000  -6.44212  -0.86550  21.12500
  17.55000  -6.45045  -0.80104  21.12500
  17.56000  -6.45814  -0.73650  21.12500
  17.57000  -6.46518  -0.67188  21.12500
  17.58000  -6.47158  -0.60720  21.12500
  17.59000  -6.47733  -0.54245  21.12500
  17.60000  -6.48243  -0.47765  21.12500
  17.61000  -6.48688  -0.41280  21.12500
  17.62000  -6.49068  -0.34792  21.12500
  17.63000  -6.49384  -0.28299  21.12500
  17.64000  -6.49634  -0.21804  21.12500
  17.65000  -6.49820  -0.15307  21.12500
  17.66000  -6.49940  -0.08808  21.12500
  17.67000  -6.49996  -0.02308  21.12500
  17.68000  -6.49986   0.04192  21.12500
  17.69000  -6.49912   0.10691  21.12500
  17.70000  -6.49773   0.17190  21.12500
  17.71000  -6.49568   0.23687  21.12500
  17.72000  -6.49299   0.30181  21.12500
  17.73000  -6.48965   0.36672  21.12500
  17.74000  -6.48566   0.43160  21.12500
  17.75000  -6.48101   0.49643  21.12500
  17.76000  -6.47573   0.56122  21.12500
  17.77000  -6.46979   0.62595  21.12500
  17.78000  -6.46321   0.69061  21.12500
  17.79000  -6.45598   0.75521  21.12500
  17.80000  -6.44810   0.81973  21.12500
  17.81000  -6.43958   0.88417  21.12500
  17.82000  -6.43042   0.94852  21.12500
  17.83000  -6.42061   1.01277  21.12500
  17.84000  -6.41017   1.07693  21.12500
  17.85000  -6.39908   1.14098  21.12500
  17.86000  -6.38735   1.20491  21.12500
  17.87000  -6.37498   1.26872  21.12500
  17.88000  -6.36197   1.33241  21.12500
  17.89000  -6.34833   1.39596  21.12500
  17.90000  -6.33405   1.45937  21.12500
  17.91000  -6.31914   1.52264  21.12500
  17.92000  -6.30360   1.58575  21.12500
  17.93000  -6.28743   1.64871  21.12500
  17.94000  -6.27063   1.71150  21.12500
  17.95000  -6.25320   1.77412  21.12500
  17.96000  -6.23515   1.83656  21.12500
  17.97000  -6.21647   1.89882  21.12500
  17.98000  -6.19717   1.96089  21.12500
  17.99000  -6.17725   2.02276  21.12500
  18.00000  -6.15672   2.08443  21.12500
  18.01000  -6.13556   2.14589  21.12500
  18.02000  -6.11380   2.20714  21.12500
  18.03000  -6.09142   2.26817  21.12500
  18.04000  -6.06844   2.32897  21.12500
  18.05000  -6.04484   2.38953  21.12500
  18.06000  -6.02065   2.44986  21.12500
  18.07000  -5.99585   2.50994  21.12500
  18.08000  -5.97045   2.56978  21.12500
  18.09000  -5.94445   2.62935  21.12500
  18.10000  -5.91786   2.68866  21.12500
  18.11000  -5.89068   2.74771  21.12500
  18.12000  -5.86291   2.80647  21.12500
  18.13000  -5.83455   2.86496  21.12500
  18.14000  -5.80561   2.92316  21.12500
  18.15000  -5.77609   2.98107  21.12500
  18.16000  -5.74599   3.03868  21.12500
  18.17000  -5.71532   3.09599  21.12500
  18.18000  -5.68407   3.15299  21.12500
  18.19000  -5.65226   3.20967  21.12500
  18.20000  -5.61988   3.26603  21.12500
  18.21000  -5.58694   3.32207  21.12500
  18.22000  -5.55344   3.37777  21.12500
  18.23000  -5.51938   3.43313  21.12500
  18.24000  -5.48478   3.48815  21.12500
  18.25000  -5.44962   3.54283  21.12500
  18.26000  -5.41392   3.59714  21.12500
  18.27000  -5.37768   3.65110  21.12500
  18.28000  -5.34090   3.70470  21.12500
  18.29000  -5.30359   3.75792  21.12500
  18.30000  -5.26574   3.81077  21.12500
  18.31000  -5.22737   3.86323  21.12500
  18.32000  -5.18848   3.91531  21.12500
  18.33000  -5.14907   3.96700  21.12500
  18.34000  -5.10914   4.01829  21.12500
  18.35000  -5.06870   4.06918  21.12500
  18.36000  -5.02776   4.11966  21.12500
  18.37000  -4.98631   4.16973  21.12500
  18.38000  -4.94437   4.21939  21.12500
  18.39000  -4.90193   4.26862  21.12500
  18.40000  -4.85900   4.31742  21.12500
  18.41000  -4.81558   4.36580  21.12500
  18.42000  -4.77168   4.41373  21.12500
  18.43000  -4.72731   4.46123  21.12500
  18.44000  -4.68246   4.50828  21.12500
  18.45000  -4.63714   4.55488  21.12500
  18.46000  -4.59136   4.60102  21.12500
  18.47000  -4.54512   4.64670  21.12500
  18.48000  -4.49843   4.69192  21.12500
  18.49000  -4.45129   4.73667  21.12500
  18.50000  -4.40370   4.78095  21.12500
  18.51000  -4.35567   4.82474  21.12500
  18.52000  -4.30720   4.86806  21.12500
  18.53000  -4.25831   4.91089  21.12500
  18.54000  -4.20899   4.95322  21.12500
  18.55000  -4.15925   4.99506  21.12500
  18.56000  -4.10909   5.03641  21.12500
  18.57000  -4.05852   5.07724  21.12500
  18.58000  -4.00755   5.11758  21.12500
  18.59000  -3.95617   5.15739  21.12500
  18.60000  -3.90440   5.19670  21.12500
  18.61000  -3.85224   5.23548  21.12500
  18.62000  -3.79969   5.27374  21.12500
  18.63000  -3.74677   5.31147  21.12500
  18.64000  -3.69346   5.34867  21.12500
  18.65000  -3.63979   5.38534  21.12500
  18.66000  -3.58576   5.42147  21.12500
  18.67000  -3.53137   5.45706  21.12500
  18.68000  -3.47662   5.49210  21.12500
  18.69000  -3.42153   5.52659  21.12500
  18.70000  -3.36609   5.56053  21.12500
  18.71000  -3.31032   5.59391  21.12500
  18.72000  -3.25421   5.62673  21.12500
  18.73000  -3.19778   5.65899  21.12500
  18.74000  -3.14104   5.69068  21.12500
  18.75000  -3.08397   5.72181  21.12500
  18.76000  -3.02660   5.75236  21.12500
  18.77000  -2.96893   5.78234  21.12500
  18.78000  -2.91096   5.81174  21.12500
  18.79000  -2.85269   5.84056  21.12500
  18.80000  -2.79415   5.86879  21.12500
  18.81000  -2.73532   5.89644  21.12500
  18.82000  -2.67622   5.92350  21.12500
  18.83000  -2.61685   5.94996  21.12500
  18.84000  -2.55722   5.97584  21.12500
  18.85000  -2.49734   6.00111  21.12500
  18.86000  -2.43720   6.02578  21.12500
  18.87000  -2.37682   6.04985  21.12500
  18.88000  -2.31621   6.07332  21.12500
  18.89000  -2.25536   6.09618  21.12500
  18.90000  -2.19429   6.11842  21.12500
  18.91000  -2.13299   6.14006  21.12500
