   2    0.200000      0.107131E-02   1.13564    
   2    0.400000      0.130077E-02  0.930444    
   2    0.600000      0.163923E-02  0.762450    
   2    0.800000      0.212963E-02  0.624942    
   2     1.00000      0.283655E-02  0.512416    
   2     1.20000      0.385595E-02  0.420366    
   2     1.40000      0.532985E-02  0.345107    
   2     1.60000      0.746823E-02  0.283625    
   2     1.80000      0.105816E-01  0.233460    
   2     2.00000      0.151296E-01  0.192604    
   2     2.20000      0.217925E-01  0.159427    
   2     2.40000      0.315780E-01  0.132610    
   2     2.60000      0.459783E-01  0.111096    
   2     2.80000      0.672033E-01  0.940608E-01
   2     3.00000      0.985228E-01  0.808868E-01
   2     3.20000      0.144769      0.711748E-01
   2     3.40000      0.213065      0.647906E-01
   2     3.60000      0.313871      0.620095E-01
   2     3.80000      0.462426      0.638995E-01
   2     4.00000      0.680566      0.734099E-01
   2     4.20000      0.998338      0.988759E-01
   2     4.40000       1.45190      0.167550    
   2     4.60000       2.05800      0.390522    
   2     4.80000       2.64542       1.32950    
   2     5.00000       2.21954       5.13365    
   2     5.20000      0.690411       9.85825    
   2     5.40000      0.135288       9.90274    
   2     5.60000      0.320184E-01   8.45546    
   2     5.80000      0.102129E-01   7.00058    
   2     6.00000      0.427095E-02   5.75460    
   2     6.20000      0.224266E-02   4.72023    
   2     6.40000      0.142128E-02   3.86871    
   2     6.60000      0.105129E-02   3.16974    
   2     6.80000      0.882745E-03   2.59665    
   2     7.00000      0.822399E-03   2.12704    
   2     7.20000      0.834279E-03   1.74233    
   2     7.40000      0.907468E-03   1.42724    
   2     7.60000      0.104510E-02   1.16921    
   2     7.80000      0.126126E-02  0.957924    
   2     8.00000      0.158154E-02  0.784946    
   2     8.20000      0.204631E-02  0.643354    
   2     8.40000      0.271650E-02  0.527480    
   2     8.60000      0.368269E-02  0.432687    
   2     8.80000      0.507902E-02  0.355177    
   2     9.00000      0.710379E-02  0.291848    
   2     9.20000      0.100503E-01  0.240165    
   2     9.40000      0.143525E-01  0.198059    
   2     9.60000      0.206529E-01  0.163849    
